cell_id,replication_seed,scenario_hash_match,classification_match,max_numeric_absolute_difference,verification_pass
ANCHOR-012,2026071902,True,True,0.0,True
ANCHOR-012,2026071903,True,True,0.0,True
ANCHOR-012,2026071904,True,True,0.0,True
ANCHOR-012,2026071905,True,True,0.0,True
ANCHOR-013,2026071901,True,True,0.0,True
ANCHOR-013,2026071902,True,True,0.0,True
ANCHOR-013,2026071903,True,True,0.0,True
ANCHOR-013,2026071904,True,True,0.0,True
ANCHOR-013,2026071905,True,True,0.0,True
ANCHOR-014,2026071901,True,True,0.0,True
ANCHOR-014,2026071902,True,True,0.0,True
ANCHOR-014,2026071903,True,True,0.0,True
ANCHOR-014,2026071904,True,True,0.0,True
ANCHOR-014,2026071905,True,True,0.0,True
ANCHOR-015,2026071901,True,True,0.0,True
ANCHOR-015,2026071902,True,True,0.0,True
ANCHOR-015,2026071903,True,True,0.0,True
ANCHOR-015,2026071904,True,True,0.0,True
ANCHOR-015,2026071905,True,True,0.0,True
ANCHOR-016,2026071901,True,True,0.0,True
ANCHOR-016,2026071902,True,True,0.0,True
ANCHOR-016,2026071903,True,True,0.0,True
ANCHOR-016,2026071904,True,True,0.0,True
ANCHOR-016,2026071905,True,True,0.0,True
ANCHOR-017,2026071901,True,True,0.0,True
ANCHOR-017,2026071902,True,True,0.0,True
ANCHOR-017,2026071903,True,True,0.0,True
ANCHOR-017,2026071904,True,True,0.0,True
ANCHOR-017,2026071905,True,True,0.0,True
ANCHOR-018,2026071901,True,True,0.0,True
ANCHOR-018,2026071902,True,True,0.0,True
ANCHOR-018,2026071903,True,True,0.0,True
ANCHOR-018,2026071904,True,True,0.0,True
ANCHOR-018,2026071905,True,True,0.0,True
LHS-01-001,2026071901,True,True,0.0,True
LHS-01-001,2026071902,True,True,0.0,True
LHS-01-001,2026071903,True,True,0.0,True
LHS-01-001,2026071904,True,True,0.0,True
LHS-01-001,2026071905,True,True,0.0,True
LHS-01-002,2026071901,True,True,0.0,True
LHS-01-002,2026071902,True,True,0.0,True
LHS-01-002,2026071903,True,True,0.0,True
LHS-01-002,2026071904,True,True,0.0,True
LHS-01-002,2026071905,True,True,0.0,True
LHS-01-003,2026071901,True,True,0.0,True
LHS-01-003,2026071902,True,True,0.0,True
LHS-01-003,2026071903,True,True,0.0,True
LHS-01-003,2026071904,True,True,0.0,True
LHS-01-003,2026071905,True,True,0.0,True
LHS-01-004,2026071901,True,True,0.0,True
LHS-01-004,2026071902,True,True,0.0,True
LHS-01-004,2026071903,True,True,0.0,True
LHS-01-004,2026071904,True,True,0.0,True
LHS-01-004,2026071905,True,True,0.0,True
LHS-01-005,2026071901,True,True,0.0,True
LHS-01-005,2026071902,True,True,0.0,True
LHS-01-005,2026071903,True,True,0.0,True
LHS-01-005,2026071904,True,True,0.0,True
LHS-01-005,2026071905,True,True,0.0,True
LHS-01-006,2026071901,True,True,0.0,True
LHS-01-006,2026071902,True,True,0.0,True
LHS-01-006,2026071903,True,True,0.0,True
LHS-01-006,2026071904,True,True,0.0,True
LHS-01-006,2026071905,True,True,0.0,True
LHS-01-007,2026071901,True,True,0.0,True
LHS-01-007,2026071902,True,True,0.0,True
LHS-01-007,2026071903,True,True,0.0,True
LHS-01-007,2026071904,True,True,0.0,True
LHS-01-007,2026071905,True,True,0.0,True
LHS-01-008,2026071901,True,True,0.0,True
LHS-01-008,2026071902,True,True,0.0,True
LHS-01-008,2026071903,True,True,0.0,True
LHS-01-008,2026071904,True,True,0.0,True
LHS-01-008,2026071905,True,True,0.0,True
LHS-01-009,2026071901,True,True,0.0,True
LHS-01-009,2026071902,True,True,0.0,True
LHS-01-009,2026071903,True,True,0.0,True
LHS-01-009,2026071904,True,True,0.0,True
LHS-01-009,2026071905,True,True,0.0,True
LHS-01-010,2026071901,True,True,0.0,True
LHS-01-010,2026071902,True,True,0.0,True
LHS-01-010,2026071903,True,True,0.0,True
LHS-01-010,2026071904,True,True,0.0,True
LHS-01-010,2026071905,True,True,0.0,True
LHS-01-011,2026071901,True,True,0.0,True
LHS-01-011,2026071902,True,True,0.0,True
LHS-01-011,2026071903,True,True,0.0,True
LHS-01-011,2026071904,True,True,0.0,True
LHS-01-011,2026071905,True,True,0.0,True
LHS-01-012,2026071901,True,True,0.0,True
LHS-01-012,2026071902,True,True,0.0,True
LHS-01-012,2026071903,True,True,0.0,True
LHS-01-012,2026071904,True,True,0.0,True
LHS-01-012,2026071905,True,True,0.0,True
LHS-01-013,2026071901,True,True,0.0,True
LHS-01-013,2026071902,True,True,0.0,True
LHS-01-013,2026071903,True,True,0.0,True
LHS-01-013,2026071904,True,True,0.0,True
LHS-01-013,2026071905,True,True,0.0,True
LHS-01-014,2026071901,True,True,0.0,True
LHS-01-014,2026071902,True,True,0.0,True
LHS-01-014,2026071903,True,True,0.0,True
LHS-01-014,2026071904,True,True,0.0,True
LHS-01-014,2026071905,True,True,0.0,True
LHS-01-015,2026071901,True,True,0.0,True
LHS-01-015,2026071902,True,True,0.0,True
LHS-01-015,2026071903,True,True,0.0,True
LHS-01-015,2026071904,True,True,0.0,True
LHS-01-015,2026071905,True,True,0.0,True
LHS-01-016,2026071901,True,True,0.0,True
LHS-01-016,2026071902,True,True,0.0,True
LHS-01-016,2026071903,True,True,0.0,True
LHS-01-016,2026071904,True,True,0.0,True
LHS-01-016,2026071905,True,True,0.0,True
LHS-01-017,2026071901,True,True,0.0,True
LHS-01-017,2026071902,True,True,0.0,True
LHS-01-017,2026071903,True,True,0.0,True
LHS-01-017,2026071904,True,True,0.0,True
LHS-01-017,2026071905,True,True,0.0,True
LHS-01-018,2026071901,True,True,0.0,True
LHS-01-018,2026071902,True,True,0.0,True
LHS-01-018,2026071903,True,True,0.0,True
LHS-01-018,2026071904,True,True,0.0,True
LHS-01-018,2026071905,True,True,0.0,True
LHS-01-019,2026071901,True,True,0.0,True
LHS-01-019,2026071902,True,True,0.0,True
LHS-01-019,2026071903,True,True,0.0,True
LHS-01-019,2026071904,True,True,0.0,True
LHS-01-019,2026071905,True,True,0.0,True
LHS-01-020,2026071901,True,True,0.0,True
LHS-01-020,2026071902,True,True,0.0,True
LHS-01-020,2026071903,True,True,0.0,True
LHS-01-020,2026071904,True,True,0.0,True
LHS-01-020,2026071905,True,True,0.0,True
LHS-01-021,2026071901,True,True,0.0,True
LHS-01-021,2026071902,True,True,0.0,True
LHS-01-021,2026071903,True,True,0.0,True
LHS-01-021,2026071904,True,True,0.0,True
LHS-01-021,2026071905,True,True,0.0,True
LHS-01-022,2026071901,True,True,0.0,True
LHS-01-022,2026071902,True,True,0.0,True
LHS-01-022,2026071903,True,True,0.0,True
LHS-01-022,2026071904,True,True,0.0,True
LHS-01-022,2026071905,True,True,0.0,True
LHS-01-023,2026071901,True,True,0.0,True
LHS-01-023,2026071902,True,True,0.0,True
LHS-01-023,2026071903,True,True,0.0,True
LHS-01-023,2026071904,True,True,0.0,True
LHS-01-023,2026071905,True,True,0.0,True
LHS-01-024,2026071901,True,True,0.0,True
LHS-01-024,2026071902,True,True,0.0,True
LHS-01-024,2026071903,True,True,0.0,True
LHS-01-024,2026071904,True,True,0.0,True
LHS-01-024,2026071905,True,True,0.0,True
LHS-02-001,2026071901,True,True,0.0,True
LHS-02-001,2026071902,True,True,0.0,True
LHS-02-001,2026071903,True,True,0.0,True
LHS-02-001,2026071904,True,True,0.0,True
LHS-02-001,2026071905,True,True,0.0,True
LHS-02-002,2026071901,True,True,0.0,True
LHS-02-002,2026071902,True,True,0.0,True
LHS-02-002,2026071903,True,True,0.0,True
LHS-02-002,2026071904,True,True,0.0,True
LHS-02-002,2026071905,True,True,0.0,True
LHS-02-003,2026071901,True,True,0.0,True
LHS-02-003,2026071902,True,True,0.0,True
LHS-02-003,2026071903,True,True,0.0,True
LHS-02-003,2026071904,True,True,0.0,True
LHS-02-003,2026071905,True,True,0.0,True
LHS-02-004,2026071901,True,True,0.0,True
LHS-02-004,2026071902,True,True,0.0,True
LHS-02-004,2026071903,True,True,0.0,True
LHS-02-004,2026071904,True,True,0.0,True
LHS-02-004,2026071905,True,True,0.0,True
LHS-02-005,2026071901,True,True,0.0,True
LHS-02-005,2026071902,True,True,0.0,True
LHS-02-005,2026071903,True,True,0.0,True
LHS-02-005,2026071904,True,True,0.0,True
LHS-02-005,2026071905,True,True,0.0,True
LHS-02-006,2026071901,True,True,0.0,True
LHS-02-006,2026071902,True,True,0.0,True
LHS-02-006,2026071903,True,True,0.0,True
LHS-02-006,2026071904,True,True,0.0,True
LHS-02-006,2026071905,True,True,0.0,True
LHS-02-007,2026071901,True,True,0.0,True
LHS-02-007,2026071902,True,True,0.0,True
LHS-02-007,2026071903,True,True,0.0,True
LHS-02-007,2026071904,True,True,0.0,True
LHS-02-007,2026071905,True,True,0.0,True
LHS-02-008,2026071901,True,True,0.0,True
LHS-02-008,2026071902,True,True,0.0,True
LHS-02-008,2026071903,True,True,0.0,True
LHS-02-008,2026071904,True,True,0.0,True
LHS-02-008,2026071905,True,True,0.0,True
LHS-02-009,2026071901,True,True,0.0,True
LHS-02-009,2026071902,True,True,0.0,True
LHS-02-009,2026071903,True,True,0.0,True
LHS-02-009,2026071904,True,True,0.0,True
LHS-02-009,2026071905,True,True,0.0,True
LHS-02-010,2026071901,True,True,0.0,True
LHS-02-010,2026071902,True,True,0.0,True
LHS-02-010,2026071903,True,True,0.0,True
LHS-02-010,2026071904,True,True,0.0,True
LHS-02-010,2026071905,True,True,0.0,True
LHS-02-011,2026071901,True,True,0.0,True
LHS-02-011,2026071902,True,True,0.0,True
LHS-02-011,2026071903,True,True,0.0,True
LHS-02-011,2026071904,True,True,0.0,True
LHS-02-011,2026071905,True,True,0.0,True
LHS-02-012,2026071901,True,True,0.0,True
LHS-02-012,2026071902,True,True,0.0,True
LHS-02-012,2026071903,True,True,0.0,True
LHS-02-012,2026071904,True,True,0.0,True
LHS-02-012,2026071905,True,True,0.0,True
LHS-02-013,2026071901,True,True,0.0,True
LHS-02-013,2026071902,True,True,0.0,True
LHS-02-013,2026071903,True,True,0.0,True
LHS-02-013,2026071904,True,True,0.0,True
LHS-02-013,2026071905,True,True,0.0,True
LHS-02-014,2026071901,True,True,0.0,True
LHS-02-014,2026071902,True,True,0.0,True
LHS-02-014,2026071903,True,True,0.0,True
LHS-02-014,2026071904,True,True,0.0,True
LHS-02-014,2026071905,True,True,0.0,True
LHS-02-015,2026071901,True,True,0.0,True
LHS-02-015,2026071902,True,True,0.0,True
LHS-02-015,2026071903,True,True,0.0,True
LHS-02-015,2026071904,True,True,0.0,True
LHS-02-015,2026071905,True,True,0.0,True
LHS-02-016,2026071901,True,True,0.0,True
LHS-02-016,2026071902,True,True,0.0,True
LHS-02-016,2026071903,True,True,0.0,True
LHS-02-016,2026071904,True,True,0.0,True
LHS-02-016,2026071905,True,True,0.0,True
LHS-02-017,2026071901,True,True,0.0,True
LHS-02-017,2026071902,True,True,0.0,True
LHS-02-017,2026071903,True,True,0.0,True
LHS-02-017,2026071904,True,True,0.0,True
LHS-02-017,2026071905,True,True,0.0,True
LHS-02-018,2026071901,True,True,0.0,True
LHS-02-018,2026071902,True,True,0.0,True
LHS-02-018,2026071903,True,True,0.0,True
LHS-02-018,2026071904,True,True,0.0,True
LHS-02-018,2026071905,True,True,0.0,True
LHS-02-019,2026071901,True,True,0.0,True
LHS-02-019,2026071902,True,True,0.0,True
LHS-02-019,2026071903,True,True,0.0,True
LHS-02-019,2026071904,True,True,0.0,True
LHS-02-019,2026071905,True,True,0.0,True
LHS-02-020,2026071901,True,True,0.0,True
LHS-02-020,2026071902,True,True,0.0,True
LHS-02-020,2026071903,True,True,0.0,True
LHS-02-020,2026071904,True,True,0.0,True
LHS-02-020,2026071905,True,True,0.0,True
LHS-02-021,2026071901,True,True,0.0,True
LHS-02-021,2026071902,True,True,0.0,True
LHS-02-021,2026071903,True,True,0.0,True
LHS-02-021,2026071904,True,True,0.0,True
LHS-02-021,2026071905,True,True,0.0,True
LHS-02-022,2026071901,True,True,0.0,True
LHS-02-022,2026071902,True,True,0.0,True
LHS-02-022,2026071903,True,True,0.0,True
LHS-02-022,2026071904,True,True,0.0,True
LHS-02-022,2026071905,True,True,0.0,True
LHS-02-023,2026071901,True,True,0.0,True
LHS-02-023,2026071902,True,True,0.0,True
LHS-02-023,2026071903,True,True,0.0,True
LHS-02-023,2026071904,True,True,0.0,True
LHS-02-023,2026071905,True,True,0.0,True
LHS-02-024,2026071901,True,True,0.0,True
LHS-02-024,2026071902,True,True,0.0,True
LHS-02-024,2026071903,True,True,0.0,True
LHS-02-024,2026071904,True,True,0.0,True
LHS-02-024,2026071905,True,True,0.0,True
LHS-03-001,2026071901,True,True,0.0,True
LHS-03-001,2026071902,True,True,0.0,True
LHS-03-001,2026071903,True,True,0.0,True
LHS-03-001,2026071904,True,True,0.0,True
LHS-03-001,2026071905,True,True,0.0,True
LHS-03-002,2026071901,True,True,0.0,True
LHS-03-002,2026071902,True,True,0.0,True
LHS-03-002,2026071903,True,True,0.0,True
LHS-03-002,2026071904,True,True,0.0,True
LHS-03-002,2026071905,True,True,0.0,True
LHS-03-003,2026071901,True,True,0.0,True
LHS-03-003,2026071902,True,True,0.0,True
LHS-03-003,2026071903,True,True,0.0,True
LHS-03-003,2026071904,True,True,0.0,True
LHS-03-003,2026071905,True,True,0.0,True
LHS-03-004,2026071901,True,True,0.0,True
LHS-03-004,2026071902,True,True,0.0,True
LHS-03-004,2026071903,True,True,0.0,True
LHS-03-004,2026071904,True,True,0.0,True
LHS-03-004,2026071905,True,True,0.0,True
LHS-03-005,2026071901,True,True,0.0,True
LHS-03-005,2026071902,True,True,0.0,True
LHS-03-005,2026071903,True,True,0.0,True
LHS-03-005,2026071904,True,True,0.0,True
LHS-03-005,2026071905,True,True,0.0,True
LHS-03-006,2026071901,True,True,0.0,True
LHS-03-006,2026071902,True,True,0.0,True
LHS-03-006,2026071903,True,True,0.0,True
LHS-03-006,2026071904,True,True,0.0,True
LHS-03-006,2026071905,True,True,0.0,True
LHS-03-007,2026071901,True,True,0.0,True
LHS-03-007,2026071902,True,True,0.0,True
LHS-03-007,2026071903,True,True,0.0,True
LHS-03-007,2026071904,True,True,0.0,True
LHS-03-007,2026071905,True,True,0.0,True
LHS-03-008,2026071901,True,True,0.0,True
LHS-03-008,2026071902,True,True,0.0,True
LHS-03-008,2026071903,True,True,0.0,True
LHS-03-008,2026071904,True,True,0.0,True
LHS-03-008,2026071905,True,True,0.0,True
LHS-03-009,2026071901,True,True,0.0,True
LHS-03-009,2026071902,True,True,0.0,True
LHS-03-009,2026071903,True,True,0.0,True
LHS-03-009,2026071904,True,True,0.0,True
LHS-03-009,2026071905,True,True,0.0,True
LHS-03-010,2026071901,True,True,0.0,True
LHS-03-010,2026071902,True,True,0.0,True
LHS-03-010,2026071903,True,True,0.0,True
LHS-03-010,2026071904,True,True,0.0,True
LHS-03-010,2026071905,True,True,0.0,True
LHS-03-011,2026071901,True,True,0.0,True
LHS-03-011,2026071902,True,True,0.0,True
LHS-03-011,2026071903,True,True,0.0,True
LHS-03-011,2026071904,True,True,0.0,True
LHS-03-011,2026071905,True,True,0.0,True
LHS-03-012,2026071901,True,True,0.0,True
LHS-03-012,2026071902,True,True,0.0,True
LHS-03-012,2026071903,True,True,0.0,True
LHS-03-012,2026071904,True,True,0.0,True
LHS-03-012,2026071905,True,True,0.0,True
LHS-03-013,2026071901,True,True,0.0,True
LHS-03-013,2026071902,True,True,0.0,True
LHS-03-013,2026071903,True,True,0.0,True
LHS-03-013,2026071904,True,True,0.0,True
LHS-03-013,2026071905,True,True,0.0,True
LHS-03-014,2026071901,True,True,0.0,True
LHS-03-014,2026071902,True,True,0.0,True
LHS-03-014,2026071903,True,True,0.0,True
LHS-03-014,2026071904,True,True,0.0,True
LHS-03-014,2026071905,True,True,0.0,True
LHS-03-015,2026071901,True,True,0.0,True
LHS-03-015,2026071902,True,True,0.0,True
LHS-03-015,2026071903,True,True,0.0,True
LHS-03-015,2026071904,True,True,0.0,True
LHS-03-015,2026071905,True,True,0.0,True
LHS-03-016,2026071901,True,True,0.0,True
LHS-03-016,2026071902,True,True,0.0,True
LHS-03-016,2026071903,True,True,0.0,True
LHS-03-016,2026071904,True,True,0.0,True
LHS-03-016,2026071905,True,True,0.0,True
LHS-03-017,2026071901,True,True,0.0,True
LHS-03-017,2026071902,True,True,0.0,True
LHS-03-017,2026071903,True,True,0.0,True
LHS-03-017,2026071904,True,True,0.0,True
LHS-03-017,2026071905,True,True,0.0,True
LHS-03-018,2026071901,True,True,0.0,True
LHS-03-018,2026071902,True,True,0.0,True
LHS-03-018,2026071903,True,True,0.0,True
LHS-03-018,2026071904,True,True,0.0,True
LHS-03-018,2026071905,True,True,0.0,True
LHS-03-019,2026071901,True,True,0.0,True
LHS-03-019,2026071902,True,True,0.0,True
LHS-03-019,2026071903,True,True,0.0,True
LHS-03-019,2026071904,True,True,0.0,True
LHS-03-019,2026071905,True,True,0.0,True
LHS-03-020,2026071901,True,True,0.0,True
LHS-03-020,2026071902,True,True,0.0,True
LHS-03-020,2026071903,True,True,0.0,True
LHS-03-020,2026071904,True,True,0.0,True
LHS-03-020,2026071905,True,True,0.0,True
LHS-03-021,2026071901,True,True,0.0,True
LHS-03-021,2026071902,True,True,0.0,True
LHS-03-021,2026071903,True,True,0.0,True
LHS-03-021,2026071904,True,True,0.0,True
LHS-03-021,2026071905,True,True,0.0,True
LHS-03-022,2026071901,True,True,0.0,True
LHS-03-022,2026071902,True,True,0.0,True
LHS-03-022,2026071903,True,True,0.0,True
LHS-03-022,2026071904,True,True,0.0,True
LHS-03-022,2026071905,True,True,0.0,True
LHS-03-023,2026071901,True,True,0.0,True
LHS-03-023,2026071902,True,True,0.0,True
LHS-03-023,2026071903,True,True,0.0,True
LHS-03-023,2026071904,True,True,0.0,True
LHS-03-023,2026071905,True,True,0.0,True
LHS-03-024,2026071901,True,True,0.0,True
LHS-03-024,2026071902,True,True,0.0,True
LHS-03-024,2026071903,True,True,0.0,True
LHS-03-024,2026071904,True,True,0.0,True
LHS-03-024,2026071905,True,True,0.0,True
