state,year,crop,ranking_definition,score,score_rank,planted_acres_1000,observed_acreage_share,acreage_rank
Kansas,2023,soybeans,relative_yield,0.5138339920948617,3.0,4430.0,0.24234135667396062,3.0
Kansas,2023,winter_wheat,relative_yield,0.691699604743083,1.0,8100.0,0.4431072210065646,1.0
Kansas,2024,corn,relative_yield,0.7194645844952593,2.0,6300.0,0.34183396635919694,2.0
Kansas,2024,soybeans,relative_yield,0.6903353057199211,3.0,4530.0,0.24579489962018447,3.0
Kansas,2024,winter_wheat,relative_yield,0.8317214700193423,1.0,7600.0,0.41237113402061853,1.0
Kentucky,2022,corn,relative_yield,0.8996539792387543,3.0,1420.0,0.3641025641025641,2.0
Kentucky,2022,soybeans,relative_yield,1.0282258064516128,2.0,1950.0,0.5,1.0
Kentucky,2022,winter_wheat,relative_yield,1.702127659574468,1.0,530.0,0.1358974358974359,3.0
Kentucky,2023,corn,relative_yield,1.0547095318668922,3.0,1600.0,0.39603960396039606,2.0
Kentucky,2023,soybeans,relative_yield,1.0869565217391304,2.0,1830.0,0.452970297029703,1.0
Kentucky,2023,winter_wheat,relative_yield,1.7391304347826086,1.0,610.0,0.15099009900990099,3.0
Kentucky,2024,corn,relative_yield,0.9927495817066369,2.0,1370.0,0.3442211055276382,2.0
Kentucky,2024,soybeans,relative_yield,0.9467455621301775,3.0,2050.0,0.5150753768844221,1.0
Kentucky,2024,winter_wheat,relative_yield,1.4506769825918762,1.0,560.0,0.1407035175879397,3.0
Maryland,2022,corn,relative_yield,0.9515570934256055,2.0,420.0,0.32432432432432434,2.0
Maryland,2022,soybeans,relative_yield,0.8669354838709677,3.0,520.0,0.4015444015444015,1.0
Maryland,2022,winter_wheat,relative_yield,1.6595744680851063,1.0,355.0,0.27413127413127414,3.0
Maryland,2023,corn,relative_yield,0.9306260575296108,2.0,480.0,0.37209302325581395,1.0
Maryland,2023,soybeans,relative_yield,0.9288537549407114,3.0,470.0,0.3643410852713178,2.0
Maryland,2023,winter_wheat,relative_yield,1.6798418972332014,1.0,340.0,0.26356589147286824,3.0
Maryland,2024,corn,relative_yield,0.7975460122699386,3.0,440.0,0.3492063492063492,2.0
Maryland,2024,soybeans,relative_yield,0.8678500986193294,2.0,495.0,0.39285714285714285,1.0
Maryland,2024,winter_wheat,relative_yield,1.4506769825918762,1.0,325.0,0.25793650793650796,3.0
Michigan,2022,corn,relative_yield,0.9688581314878892,2.0,2300.0,0.4590818363273453,1.0
Michigan,2022,soybeans,relative_yield,0.9475806451612903,3.0,2250.0,0.4491017964071856,2.0
Michigan,2022,winter_wheat,relative_yield,1.7659574468085106,1.0,460.0,0.09181636726546906,3.0
Michigan,2023,corn,relative_yield,0.9475465313028765,2.0,2400.0,0.47619047619047616,1.0
Michigan,2023,soybeans,relative_yield,0.9090909090909091,3.0,2040.0,0.40476190476190477,2.0
Michigan,2023,winter_wheat,relative_yield,1.6403162055335967,1.0,600.0,0.11904761904761904,3.0
Michigan,2024,corn,relative_yield,1.0094813162297824,2.0,2250.0,0.4639175257731959,1.0
Michigan,2024,soybeans,relative_yield,0.9664694280078895,3.0,2200.0,0.4536082474226804,2.0
Michigan,2024,winter_wheat,relative_yield,1.6827852998065762,1.0,400.0,0.08247422680412371,3.0
Mississippi,2022,corn,relative_yield,0.9515570934256055,3.0,580.0,0.1939799331103679,2.0
Mississippi,2022,soybeans,relative_yield,1.0887096774193548,2.0,2310.0,0.7725752508361204,1.0
Mississippi,2022,winter_wheat,relative_yield,1.1063829787234043,1.0,100.0,0.033444816053511704,3.0
Mississippi,2023,corn,relative_yield,1.0208685843203609,3.0,790.0,0.255663430420712,2.0
Mississippi,2023,soybeans,relative_yield,1.1067193675889329,1.0,2180.0,0.7055016181229773,1.0
Mississippi,2023,winter_wheat,relative_yield,1.0276679841897234,2.0,120.0,0.038834951456310676,3.0
Mississippi,2024,corn,relative_yield,1.037367540435025,2.0,490.0,0.17192982456140352,2.0
Mississippi,2024,soybeans,relative_yield,1.1045364891518736,1.0,2300.0,0.8070175438596491,1.0
Mississippi,2024,winter_wheat,relative_yield,0.9671179883945841,3.0,60.0,0.021052631578947368,3.0
Missouri,2022,corn,relative_yield,0.9284890426758938,2.0,3350.0,0.3323412698412698,2.0
Missouri,2022,soybeans,relative_yield,0.9173387096774194,3.0,6100.0,0.6051587301587301,1.0
Missouri,2022,winter_wheat,relative_yield,1.2765957446808511,1.0,630.0,0.0625,3.0
Missouri,2023,corn,relative_yield,0.8629441624365481,3.0,3850.0,0.3763440860215054,2.0
Missouri,2023,soybeans,relative_yield,0.9486166007905138,2.0,5600.0,0.5474095796676441,1.0
Missouri,2023,winter_wheat,relative_yield,1.383399209486166,1.0,780.0,0.07624633431085044,3.0
Missouri,2024,corn,relative_yield,1.0206358059118794,2.0,3450.0,0.344311377245509,2.0
Missouri,2024,soybeans,relative_yield,0.9664694280078895,3.0,5900.0,0.5888223552894212,1.0
Missouri,2024,winter_wheat,relative_yield,1.4506769825918762,1.0,670.0,0.06686626746506986,3.0
Nebraska,2022,corn,relative_yield,0.9515570934256055,2.0,9600.0,0.5878750765462339,1.0
Nebraska,2022,soybeans,relative_yield,0.9879032258064516,1.0,5750.0,0.352112676056338,2.0
Nebraska,2022,winter_wheat,relative_yield,0.6808510638297872,3.0,980.0,0.06001224739742805,3.0
Nebraska,2023,corn,relative_yield,1.0265087422447827,1.0,9950.0,0.6093080220453154,1.0
Nebraska,2023,soybeans,relative_yield,1.017786561264822,2.0,5250.0,0.3214941824862217,2.0
Nebraska,2023,winter_wheat,relative_yield,0.8300395256916996,3.0,1130.0,0.06919779546846296,3.0
Nebraska,2024,corn,relative_yield,1.048522030117122,2.0,10050.0,0.6146788990825688,1.0
Nebraska,2024,soybeans,relative_yield,1.1341222879684418,1.0,5300.0,0.3241590214067278,2.0
Nebraska,2024,winter_wheat,relative_yield,1.0058027079303675,3.0,1000.0,0.06116207951070336,3.0
New Jersey,2022,corn,relative_yield,0.657439446366782,2.0,68.0,0.3333333333333333,2.0
New Jersey,2022,soybeans,relative_yield,0.564516129032258,3.0,110.0,0.5392156862745098,1.0
New Jersey,2022,winter_wheat,relative_yield,1.4893617021276595,1.0,26.0,0.12745098039215685,3.0
New Jersey,2023,corn,relative_yield,0.9475465313028765,2.0,74.0,0.3557692307692308,2.0
New Jersey,2023,soybeans,relative_yield,0.849802371541502,3.0,100.0,0.4807692307692308,1.0
New Jersey,2023,winter_wheat,relative_yield,1.6205533596837944,1.0,34.0,0.16346153846153846,3.0
New York,2022,corn,relative_yield,0.8189158016147635,3.0,1010.0,0.6733333333333333,1.0
New York,2022,soybeans,relative_yield,0.907258064516129,2.0,350.0,0.23333333333333334,2.0
New York,2022,winter_wheat,relative_yield,1.5319148936170213,1.0,140.0,0.09333333333333334,3.0
New York,2023,corn,relative_yield,0.8967851099830795,3.0,1040.0,0.6753246753246753,1.0
New York,2023,soybeans,relative_yield,1.007905138339921,2.0,350.0,0.22727272727272727,2.0
New York,2023,winter_wheat,relative_yield,1.600790513833992,1.0,150.0,0.09740259740259741,3.0
New York,2024,corn,relative_yield,0.9425543781372001,3.0,1020.0,0.6688524590163935,1.0
New York,2024,soybeans,relative_yield,1.0059171597633136,2.0,370.0,0.24262295081967214,2.0
New York,2024,winter_wheat,relative_yield,1.4506769825918762,1.0,135.0,0.08852459016393442,3.0
North Carolina,2022,corn,relative_yield,0.726643598615917,3.0,820.0,0.2733333333333333,2.0
North Carolina,2022,soybeans,relative_yield,0.7762096774193549,2.0,1700.0,0.5666666666666667,1.0
North Carolina,2022,winter_wheat,relative_yield,1.3617021276595744,1.0,480.0,0.16,3.0
North Carolina,2023,corn,relative_yield,0.8291032148900168,2.0,950.0,0.30944625407166126,2.0
North Carolina,2023,soybeans,relative_yield,0.7608695652173912,3.0,1640.0,0.5342019543973942,1.0
North Carolina,2023,winter_wheat,relative_yield,1.383399209486166,1.0,480.0,0.1563517915309446,3.0
North Carolina,2024,corn,relative_yield,0.4852203011712214,3.0,890.0,0.3037542662116041,2.0
North Carolina,2024,soybeans,relative_yield,0.7692307692307692,2.0,1630.0,0.5563139931740614,1.0
North Carolina,2024,winter_wheat,relative_yield,1.1025145067698259,1.0,410.0,0.13993174061433447,3.0
North Dakota,2022,corn,relative_yield,0.7497116493656286,2.0,2950.0,0.336950314106225,2.0
North Dakota,2022,soybeans,relative_yield,0.7056451612903225,3.0,5700.0,0.6510565391205025,1.0
North Dakota,2022,winter_wheat,relative_yield,1.2765957446808511,1.0,105.0,0.011993146773272416,3.0
North Dakota,2023,corn,relative_yield,0.8065425831923293,2.0,4050.0,0.38923594425756847,2.0
North Dakota,2023,soybeans,relative_yield,0.7015810276679841,3.0,6200.0,0.5958673714560307,1.0
North Dakota,2023,winter_wheat,relative_yield,1.1067193675889329,1.0,155.0,0.014896684286400768,3.0
North Dakota,2024,corn,relative_yield,0.8310094813162298,2.0,3950.0,0.3700234192037471,2.0
North Dakota,2024,soybeans,relative_yield,0.7396449704142012,3.0,6600.0,0.6182669789227166,1.0
North Dakota,2024,winter_wheat,relative_yield,1.0444874274661509,1.0,125.0,0.0117096018735363,3.0
Ohio,2022,corn,relative_yield,1.0784313725490196,3.0,3400.0,0.37735849056603776,2.0
Ohio,2022,soybeans,relative_yield,1.1189516129032258,2.0,5100.0,0.5660377358490566,1.0
Ohio,2022,winter_wheat,relative_yield,1.6808510638297873,1.0,510.0,0.05660377358490566,3.0
Ohio,2023,corn,relative_yield,1.116751269035533,3.0,3600.0,0.4,2.0
Ohio,2023,soybeans,relative_yield,1.1462450592885376,2.0,4750.0,0.5277777777777778,1.0
Ohio,2023,winter_wheat,relative_yield,1.7786561264822134,1.0,650.0,0.07222222222222222,3.0
Ohio,2024,corn,relative_yield,0.9871723368655884,2.0,3400.0,0.379041248606466,2.0
Ohio,2024,soybeans,relative_yield,0.9861932938856015,3.0,5050.0,0.5629877369007804,1.0
Ohio,2024,winter_wheat,relative_yield,1.6441005802707929,1.0,520.0,0.057971014492753624,3.0
Oklahoma,2022,corn,relative_yield,0.7035755478662052,1.0,350.0,0.06737247353224254,3.0
Oklahoma,2022,soybeans,relative_yield,0.34274193548387094,3.0,545.0,0.10490856592877768,2.0
Oklahoma,2022,winter_wheat,relative_yield,0.5957446808510638,2.0,4300.0,0.8277189605389798,1.0
Oklahoma,2023,corn,relative_yield,0.8403835307388606,1.0,390.0,0.07222222222222222,3.0
Oklahoma,2023,soybeans,relative_yield,0.5138339920948617,3.0,460.0,0.08518518518518518,2.0
Oklahoma,2023,winter_wheat,relative_yield,0.5533596837944664,2.0,4550.0,0.8425925925925926,1.0
Oklahoma,2024,corn,relative_yield,0.5465699944227551,2.0,450.0,0.08482563619227144,3.0
Oklahoma,2024,soybeans,relative_yield,0.3944773175542406,3.0,505.0,0.09519321394910461,2.0
Oklahoma,2024,winter_wheat,relative_yield,0.7350096711798839,1.0,4350.0,0.8199811498586239,1.0
Pennsylvania,2022,corn,relative_yield,0.8073817762399077,3.0,1020.0,0.5396825396825397,1.0
Pennsylvania,2022,soybeans,relative_yield,0.8669354838709677,2.0,600.0,0.31746031746031744,2.0
Pennsylvania,2022,winter_wheat,relative_yield,1.553191489361702,1.0,270.0,0.14285714285714285,3.0
Pennsylvania,2023,corn,relative_yield,0.8855047941342357,3.0,1040.0,0.5502645502645502,1.0
Pennsylvania,2023,soybeans,relative_yield,0.9288537549407114,2.0,570.0,0.30158730158730157,2.0
Pennsylvania,2023,winter_wheat,relative_yield,1.5019762845849802,1.0,280.0,0.14814814814814814,3.0
Pennsylvania,2024,corn,relative_yield,0.769659788064696,3.0,990.0,0.5380434782608695,1.0
Pennsylvania,2024,soybeans,relative_yield,0.8875739644970414,2.0,610.0,0.33152173913043476,2.0
Pennsylvania,2024,winter_wheat,relative_yield,1.4506769825918762,1.0,240.0,0.13043478260869565,3.0
South Carolina,2022,corn,relative_yield,0.7035755478662052,3.0,320.0,0.378698224852071,2.0
South Carolina,2022,soybeans,relative_yield,0.7459677419354839,2.0,405.0,0.47928994082840237,1.0
South Carolina,2022,winter_wheat,relative_yield,1.2127659574468086,1.0,120.0,0.14201183431952663,3.0
South Carolina,2023,corn,relative_yield,0.8460236886632825,2.0,365.0,0.41954022988505746,2.0
South Carolina,2023,soybeans,relative_yield,0.7707509881422925,3.0,395.0,0.4540229885057471,1.0
South Carolina,2023,winter_wheat,relative_yield,1.1462450592885376,1.0,110.0,0.12643678160919541,3.0
South Carolina,2024,corn,relative_yield,0.5633017289459007,3.0,330.0,0.4125,2.0
South Carolina,2024,soybeans,relative_yield,0.6706114398422091,2.0,390.0,0.4875,1.0
South Carolina,2024,winter_wheat,relative_yield,1.0444874274661509,1.0,80.0,0.1,3.0
South Dakota,2022,corn,relative_yield,0.7612456747404844,3.0,5750.0,0.4922945205479452,1.0
South Dakota,2022,soybeans,relative_yield,0.7661290322580645,2.0,5100.0,0.4366438356164384,2.0
South Dakota,2022,winter_wheat,relative_yield,1.1063829787234043,1.0,830.0,0.07106164383561644,3.0
South Dakota,2023,corn,relative_yield,0.8573040045121263,3.0,6300.0,0.5113636363636364,1.0
South Dakota,2023,soybeans,relative_yield,0.8695652173913043,2.0,5100.0,0.413961038961039,2.0
South Dakota,2023,winter_wheat,relative_yield,0.9288537549407114,1.0,920.0,0.07467532467532467,3.0
South Dakota,2024,corn,relative_yield,0.9146681539319576,2.0,5900.0,0.4832104832104832,1.0
South Dakota,2024,soybeans,relative_yield,0.8481262327416174,3.0,5450.0,0.44635544635544633,2.0
South Dakota,2024,winter_wheat,relative_yield,1.218568665377176,1.0,860.0,0.07043407043407043,3.0
Tennessee,2022,corn,relative_yield,0.7497116493656286,3.0,830.0,0.28719723183391005,2.0
Tennessee,2022,soybeans,relative_yield,0.9677419354838709,2.0,1650.0,0.5709342560553633,1.0
Tennessee,2022,winter_wheat,relative_yield,1.553191489361702,1.0,410.0,0.14186851211072665,3.0
Tennessee,2023,corn,relative_yield,0.9757473209249858,3.0,940.0,0.3122923588039867,2.0
Tennessee,2023,soybeans,relative_yield,1.007905138339921,2.0,1600.0,0.53156146179402,1.0
Tennessee,2023,winter_wheat,relative_yield,1.5810276679841897,1.0,470.0,0.15614617940199335,3.0
Tennessee,2024,corn,relative_yield,0.8477412158393753,2.0,700.0,0.2413793103448276,2.0
Tennessee,2024,soybeans,relative_yield,0.8284023668639052,3.0,1820.0,0.6275862068965518,1.0
Tennessee,2024,winter_wheat,relative_yield,1.4506769825918762,1.0,380.0,0.1310344827586207,3.0
Texas,2022,corn,relative_yield,0.5478662053056517,2.0,2150.0,0.28270874424720577,2.0
Texas,2022,soybeans,relative_yield,0.4032258064516129,3.0,155.0,0.020381328073635765,3.0
Texas,2022,winter_wheat,relative_yield,0.6382978723404256,1.0,5300.0,0.6969099276791585,1.0
Texas,2023,corn,relative_yield,0.6880992667794698,2.0,2500.0,0.2770083102493075,2.0
Texas,2023,soybeans,relative_yield,0.49407114624505927,3.0,125.0,0.013850415512465374,3.0
Texas,2023,winter_wheat,relative_yield,0.7312252964426877,1.0,6400.0,0.7091412742382271,1.0
Texas,2024,corn,relative_yield,0.6246514221974344,2.0,2150.0,0.27741935483870966,2.0
Texas,2024,soybeans,relative_yield,0.631163708086785,1.0,100.0,0.012903225806451613,3.0
Texas,2024,winter_wheat,relative_yield,0.5996131528046421,3.0,5500.0,0.7096774193548387,1.0
Virginia,2022,corn,relative_yield,0.9630911188004613,2.0,430.0,0.3359375,2.0
Virginia,2022,soybeans,relative_yield,0.8266129032258064,3.0,620.0,0.484375,1.0
Virginia,2022,winter_wheat,relative_yield,1.446808510638298,1.0,230.0,0.1796875,3.0
Virginia,2023,corn,relative_yield,0.8855047941342357,2.0,495.0,0.38823529411764707,2.0
Virginia,2023,soybeans,relative_yield,0.7509881422924901,3.0,580.0,0.4549019607843137,1.0
Virginia,2023,winter_wheat,relative_yield,1.541501976284585,1.0,200.0,0.1568627450980392,3.0
Virginia,2024,corn,relative_yield,0.6358059118795315,3.0,460.0,0.3770491803278688,2.0
Virginia,2024,soybeans,relative_yield,0.8678500986193294,2.0,610.0,0.5,1.0
Virginia,2024,winter_wheat,relative_yield,1.276595744680851,1.0,150.0,0.12295081967213115,3.0
Wisconsin,2022,corn,relative_yield,1.0380622837370241,3.0,3900.0,0.6132075471698113,1.0
Wisconsin,2022,soybeans,relative_yield,1.0887096774193548,2.0,2160.0,0.33962264150943394,2.0
Wisconsin,2022,winter_wheat,relative_yield,1.6595744680851063,1.0,300.0,0.04716981132075472,3.0
Wisconsin,2023,corn,relative_yield,0.9926677946982515,3.0,4000.0,0.6259780907668232,1.0
Wisconsin,2023,soybeans,relative_yield,1.007905138339921,2.0,2110.0,0.3302034428794992,2.0
Wisconsin,2023,winter_wheat,relative_yield,1.5019762845849802,1.0,280.0,0.04381846635367762,3.0
Wisconsin,2024,corn,relative_yield,0.9704406023424428,2.0,3750.0,0.6082725060827251,1.0
Wisconsin,2024,soybeans,relative_yield,0.9467455621301775,3.0,2150.0,0.34874290348742903,2.0
Wisconsin,2024,winter_wheat,relative_yield,1.5860735009671179,1.0,265.0,0.042984590429845905,3.0
Alabama,2022,corn,standardized_revenue,819.5969707200002,1.0,300.0,0.35714285714285715,2.0
Alabama,2022,soybeans,standardized_revenue,592.8422375700001,3.0,360.0,0.42857142857142855,1.0
Alabama,2022,winter_wheat,standardized_revenue,690.7149612000001,2.0,180.0,0.21428571428571427,3.0
Alabama,2023,corn,standardized_revenue,830.6789256000001,1.0,330.0,0.3728813559322034,2.0
Alabama,2023,soybeans,standardized_revenue,564.42063375,3.0,350.0,0.3954802259887006,1.0
Alabama,2023,winter_wheat,standardized_revenue,580.63518,2.0,205.0,0.23163841807909605,3.0
Alabama,2024,corn,standardized_revenue,444.64000000000004,1.0,270.0,0.36486486486486486,2.0
Alabama,2024,soybeans,standardized_revenue,307.52,3.0,360.0,0.4864864864864865,1.0
Alabama,2024,winter_wheat,standardized_revenue,393.34,2.0,110.0,0.14864864864864866,3.0
Arkansas,2022,corn,standardized_revenue,1201.61250792,1.0,710.0,0.17274939172749393,2.0
Arkansas,2022,soybeans,standardized_revenue,751.89747204,2.0,3180.0,0.7737226277372263,1.0
Arkansas,2022,winter_wheat,standardized_revenue,508.44295755,3.0,220.0,0.0535279805352798,3.0
Arkansas,2023,corn,standardized_revenue,926.9161182,1.0,850.0,0.20935960591133004,2.0
Arkansas,2023,soybeans,standardized_revenue,708.8073075,2.0,2980.0,0.7339901477832512,1.0
Arkansas,2023,winter_wheat,standardized_revenue,441.2827368,3.0,230.0,0.05665024630541872,3.0
Arkansas,2024,corn,standardized_revenue,742.39,1.0,500.0,0.1358695652173913,2.0
Arkansas,2024,soybeans,standardized_revenue,545.6,2.0,3050.0,0.8288043478260869,1.0
Arkansas,2024,winter_wheat,standardized_revenue,310.24,3.0,130.0,0.035326086956521736,3.0
Delaware,2022,corn,standardized_revenue,1180.7752968000002,1.0,160.0,0.4,1.0
Delaware,2022,soybeans,standardized_revenue,621.7613711100001,3.0,160.0,0.4,1.0
Delaware,2022,winter_wheat,standardized_revenue,729.0880146,2.0,80.0,0.2,3.0
Delaware,2023,corn,standardized_revenue,957.3068106000001,1.0,175.0,0.43209876543209874,1.0
Delaware,2023,soybeans,standardized_revenue,603.7988175,3.0,150.0,0.37037037037037035,2.0
Delaware,2023,winter_wheat,standardized_revenue,712.2458207999999,2.0,80.0,0.19753086419753085,3.0
Delaware,2024,corn,standardized_revenue,678.87,1.0,165.0,0.4230769230769231,1.0
Delaware,2024,soybeans,standardized_revenue,446.4,2.0,155.0,0.3974358974358974,2.0
Delaware,2024,winter_wheat,standardized_revenue,398.88,3.0,70.0,0.1794871794871795,3.0
Georgia,2022,corn,standardized_revenue,1215.5039820000002,1.0,415.0,0.532051282051282,1.0
Georgia,2022,soybeans,standardized_revenue,592.8422375700001,2.0,165.0,0.21153846153846154,3.0
Georgia,2022,winter_wheat,standardized_revenue,556.4092743,3.0,200.0,0.2564102564102564,2.0
Georgia,2023,corn,standardized_revenue,881.3300796000001,1.0,485.0,0.5773809523809523,1.0
Georgia,2023,soybeans,standardized_revenue,564.42063375,2.0,160.0,0.19047619047619047,3.0
Georgia,2023,winter_wheat,standardized_revenue,425.799132,3.0,195.0,0.23214285714285715,2.0
Georgia,2024,corn,standardized_revenue,647.11,1.0,375.0,0.5434782608695652,1.0
Georgia,2024,soybeans,standardized_revenue,466.24,2.0,170.0,0.2463768115942029,2.0
Georgia,2024,winter_wheat,standardized_revenue,326.86,3.0,145.0,0.21014492753623187,3.0
Illinois,2022,corn,standardized_revenue,1486.3877265600001,1.0,10800.0,0.4853932584269663,1.0
Illinois,2022,soybeans,standardized_revenue,910.9527065100001,2.0,10800.0,0.4853932584269663,1.0
Illinois,2022,winter_wheat,standardized_revenue,757.86780465,3.0,650.0,0.029213483146067417,3.0
Illinois,2023,corn,standardized_revenue,1043.4137724,1.0,11200.0,0.5002233139794551,1.0
Illinois,2023,soybeans,standardized_revenue,826.94185875,2.0,10350.0,0.46225993747208577,2.0
Illinois,2023,winter_wheat,standardized_revenue,673.5368088,3.0,840.0,0.037516748548459135,3.0
Illinois,2024,corn,standardized_revenue,861.49,1.0,10800.0,0.4827894501564595,1.0
Illinois,2024,soybeans,standardized_revenue,634.88,2.0,10800.0,0.4827894501564595,1.0
Illinois,2024,winter_wheat,standardized_revenue,476.44,3.0,770.0,0.03442109968708091,3.0
Indiana,2022,corn,standardized_revenue,1319.6900376,1.0,5250.0,0.46093064091308167,2.0
Indiana,2022,soybeans,standardized_revenue,831.4250892750001,2.0,5850.0,0.5136084284460053,1.0
Indiana,2022,winter_wheat,standardized_revenue,777.05433135,3.0,290.0,0.025460930640913083,3.0
Indiana,2023,corn,standardized_revenue,1028.2184262,1.0,5450.0,0.479964773227653,2.0
Indiana,2023,soybeans,standardized_revenue,800.68973625,2.0,5500.0,0.484368119771026,1.0
Indiana,2023,winter_wheat,standardized_revenue,712.2458207999999,3.0,405.0,0.035667107001321,3.0
