design_id,design_sha256,experiment_id,cell_id,replication_seed,status,selected_difference,minimum_difference,maximum_difference,face_width,selected_reversal,possible_reversal,universal_reversal
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,ATTRIBUTION,dependence,202607227014,solved,1.0,-1.0,1.0,2.0,False,True,False
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,ATTRIBUTION,dependence,202607227015,solved,-1.0,-1.0,1.0,2.0,True,True,False
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,ATTRIBUTION,dependence,202607227016,solved,-1.0,-1.0,1.0,2.0,True,True,False
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,ATTRIBUTION,dependence+margins,202607227001,solved,1.0,0.9999989322381283,1.0,1.067761871698103e-06,False,False,False
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,ATTRIBUTION,dependence+margins,202607227002,solved,1.0,0.9999989322381693,1.0,1.0677618307308734e-06,False,False,False
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,ATTRIBUTION,dependence+margins,202607227003,solved,1.0,0.9999989322381422,1.0,1.0677618578203152e-06,False,False,False
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,ATTRIBUTION,dependence+margins,202607227004,solved,1.0,0.9999989322380951,1.0,1.0677619048937714e-06,False,False,False
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,ATTRIBUTION,dependence+margins,202607227005,solved,1.0,0.9999989322381149,1.0,1.0677618851318016e-06,False,False,False
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,ATTRIBUTION,dependence+margins,202607227006,solved,1.0,0.9999989322381392,1.0,1.0677618608179174e-06,False,False,False
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,ATTRIBUTION,dependence+margins,202607227007,solved,1.0,0.9999989322381149,1.0,1.0677618851318016e-06,False,False,False
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,ATTRIBUTION,dependence+margins,202607227008,solved,1.0,0.9999989322381693,1.0,1.0677618307308734e-06,False,False,False
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,ATTRIBUTION,dependence+margins,202607227009,solved,1.0,0.9999989322380994,1.0,1.0677619005639016e-06,False,False,False
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,ATTRIBUTION,dependence+margins,202607227010,solved,1.0,0.9999989322381319,1.0,1.0677618681453893e-06,False,False,False
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,ATTRIBUTION,dependence+margins,202607227011,solved,1.0,0.9999989322381422,1.0,1.0677618578203152e-06,False,False,False
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,ATTRIBUTION,dependence+margins,202607227012,solved,1.0,0.9999989322381422,1.0,1.0677618578203152e-06,False,False,False
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,ATTRIBUTION,dependence+margins,202607227013,solved,1.0,0.9999989322381693,1.0,1.0677618307308734e-06,False,False,False
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,ATTRIBUTION,dependence+margins,202607227014,solved,1.0,0.9999989322381693,1.0,1.0677618307308734e-06,False,False,False
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,ATTRIBUTION,dependence+margins,202607227015,solved,1.0,0.9999989322381422,1.0,1.0677618578203152e-06,False,False,False
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,ATTRIBUTION,dependence+margins,202607227016,solved,1.0,0.9999989322381319,1.0,1.0677618681453893e-06,False,False,False
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,ATTRIBUTION,dependence+margins+operations,202607227001,solved,-0.36470957613814775,-0.3647106302529106,-0.3647095395423241,1.090710586515442e-06,True,True,True
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,ATTRIBUTION,dependence+margins+operations,202607227002,solved,-0.36470957613814775,-0.364710630252918,-0.3647095395423241,1.0907105938984252e-06,True,True,True
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,ATTRIBUTION,dependence+margins+operations,202607227003,solved,-0.36470957613814775,-0.36471063025290773,-0.3647095395423235,1.0907105842394849e-06,True,True,True
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,ATTRIBUTION,dependence+margins+operations,202607227004,solved,-0.36470957613814775,-0.36471063025290335,-0.3647095395423241,1.0907105792434812e-06,True,True,True
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,ATTRIBUTION,dependence+margins+operations,202607227005,solved,-0.36470957613814775,-0.3647106302529069,-0.36470953954232416,1.0907105827406838e-06,True,True,True
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,ATTRIBUTION,dependence+margins+operations,202607227006,solved,-0.36470957613814775,-0.3647106302529152,-0.3647095395423235,1.0907105917334903e-06,True,True,True
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,ATTRIBUTION,dependence+margins+operations,202607227007,solved,-0.36470957613814775,-0.3647106302529144,-0.3647095395423233,1.0907105910673565e-06,True,True,True
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,ATTRIBUTION,dependence+margins+operations,202607227008,solved,-0.36470957613814775,-0.3647106302529189,-0.36470953954232316,1.0907105957302932e-06,True,True,True
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,ATTRIBUTION,dependence+margins+operations,202607227009,solved,-0.36470957613814775,-0.36471063025290856,-0.36470953954232416,1.0907105844060183e-06,True,True,True
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,ATTRIBUTION,dependence+margins+operations,202607227010,solved,-0.36470957613814775,-0.36471063025290856,-0.3647095395423233,1.0907105852386856e-06,True,True,True
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,ATTRIBUTION,dependence+margins+operations,202607227011,solved,-0.36470957613814775,-0.36471063025290557,-0.3647095395423235,1.09071058207455e-06,True,True,True
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,ATTRIBUTION,dependence+margins+operations,202607227012,solved,-0.36470957613814775,-0.3647106302529144,-0.36470953954232316,1.09071059123389e-06,True,True,True
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,ATTRIBUTION,dependence+margins+operations,202607227013,solved,-0.36470957613814775,-0.3647106302529069,-0.36470953954232394,1.0907105829627284e-06,True,True,True
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,ATTRIBUTION,dependence+margins+operations,202607227014,solved,-0.36470957613814775,-0.3647106302529069,-0.36470953954232416,1.0907105827406838e-06,True,True,True
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,ATTRIBUTION,dependence+margins+operations,202607227015,solved,-0.36470957613814775,-0.364710630252918,-0.36470953954232394,1.0907105940649586e-06,True,True,True
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,ATTRIBUTION,dependence+margins+operations,202607227016,solved,-0.36470957613814775,-0.36471063025290773,-0.36470953954232366,1.0907105840729514e-06,True,True,True
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,ATTRIBUTION,dependence+margins+operations+risk,202607227001,solved,-0.36470957613814775,-0.3647106302529106,-0.3647095395423241,1.090710586515442e-06,True,True,True
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,ATTRIBUTION,dependence+margins+operations+risk,202607227002,solved,-0.36470957613814775,-0.364710630252918,-0.3647095395423241,1.0907105938984252e-06,True,True,True
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,ATTRIBUTION,dependence+margins+operations+risk,202607227003,solved,-0.36470957613814775,-0.36471063025290773,-0.3647095395423235,1.0907105842394849e-06,True,True,True
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,ATTRIBUTION,dependence+margins+operations+risk,202607227004,solved,-0.36470957613814775,-0.36471063025290335,-0.3647095395423241,1.0907105792434812e-06,True,True,True
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,ATTRIBUTION,dependence+margins+operations+risk,202607227005,solved,-0.36470957613814775,-0.3647106302529069,-0.36470953954232416,1.0907105827406838e-06,True,True,True
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,ATTRIBUTION,dependence+margins+operations+risk,202607227006,solved,-0.36470957613814775,-0.3647106302529152,-0.3647095395423235,1.0907105917334903e-06,True,True,True
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,ATTRIBUTION,dependence+margins+operations+risk,202607227007,solved,-0.36470957613814775,-0.3647106302529144,-0.3647095395423233,1.0907105910673565e-06,True,True,True
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,ATTRIBUTION,dependence+margins+operations+risk,202607227008,solved,-0.36470957613814775,-0.3647106302529189,-0.36470953954232316,1.0907105957302932e-06,True,True,True
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,ATTRIBUTION,dependence+margins+operations+risk,202607227009,solved,-0.36470957613814775,-0.36471063025290856,-0.36470953954232416,1.0907105844060183e-06,True,True,True
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,ATTRIBUTION,dependence+margins+operations+risk,202607227010,solved,-0.36470957613814775,-0.36471063025290856,-0.3647095395423233,1.0907105852386856e-06,True,True,True
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,ATTRIBUTION,dependence+margins+operations+risk,202607227011,solved,-0.36470957613814775,-0.36471063025290557,-0.3647095395423235,1.09071058207455e-06,True,True,True
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,ATTRIBUTION,dependence+margins+operations+risk,202607227012,solved,-0.36470957613814775,-0.3647106302529144,-0.36470953954232316,1.09071059123389e-06,True,True,True
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,ATTRIBUTION,dependence+margins+operations+risk,202607227013,solved,-0.36470957613814775,-0.3647106302529069,-0.36470953954232394,1.0907105829627284e-06,True,True,True
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,ATTRIBUTION,dependence+margins+operations+risk,202607227014,solved,-0.36470957613814775,-0.3647106302529069,-0.36470953954232416,1.0907105827406838e-06,True,True,True
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,ATTRIBUTION,dependence+margins+operations+risk,202607227015,solved,-0.36470957613814775,-0.364710630252918,-0.36470953954232394,1.0907105940649586e-06,True,True,True
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,ATTRIBUTION,dependence+margins+operations+risk,202607227016,solved,-0.36470957613814775,-0.36471063025290773,-0.36470953954232366,1.0907105840729514e-06,True,True,True
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,ATTRIBUTION,dependence+margins+risk,202607227001,solved,0.2601354391531629,0.2601343787899556,0.26013543915316256,1.0603632069616786e-06,False,False,False
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,ATTRIBUTION,dependence+margins+risk,202607227002,solved,0.5828086801881487,0.5828076165982397,0.5828086801881492,1.0635899095889911e-06,False,False,False
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,ATTRIBUTION,dependence+margins+risk,202607227003,solved,0.3063334792772925,0.3063324184520702,0.3063334792772927,1.060825222498618e-06,False,False,False
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,ATTRIBUTION,dependence+margins+risk,202607227004,solved,0.2767667573251158,0.27676569679568375,0.2767667573251174,1.0605294336607507e-06,False,False,False
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,ATTRIBUTION,dependence+margins+risk,202607227005,solved,-0.012312312657373647,-0.012313370296090309,-0.012312309745230676,1.0605508596328583e-06,True,True,True
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,ATTRIBUTION,dependence+margins+risk,202607227006,solved,0.5475642346302922,0.5475631713928011,0.5475642346302922,1.0632374911612175e-06,False,False,False
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,ATTRIBUTION,dependence+margins+risk,202607227007,solved,0.4510058167278044,0.4510047544558962,0.45100581672780443,1.062271908214285e-06,False,False,False
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,ATTRIBUTION,dependence+margins+risk,202607227008,solved,0.218554989796596,0.21855392984918842,0.21855499063974826,1.0607905598369882e-06,False,False,False
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,ATTRIBUTION,dependence+margins+risk,202607227009,solved,0.6582564235739606,0.6582553592295264,0.6582564235739605,1.0643444341429387e-06,False,False,False
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,ATTRIBUTION,dependence+margins+risk,202607227010,solved,0.30736306158545057,0.307362000749958,0.30736306158544874,1.0608354907293283e-06,False,False,False
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,ATTRIBUTION,dependence+margins+risk,202607227011,solved,0.6202463009241355,0.62024523695979,0.620246300924137,1.0639643470700122e-06,False,False,False
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,ATTRIBUTION,dependence+margins+risk,202607227012,solved,0.3301496636828387,0.33014860261948825,0.33014966368283843,1.061063350182856e-06,False,False,False
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,ATTRIBUTION,dependence+margins+risk,202607227013,solved,0.40232281157243244,0.4023217497873128,0.4023228115724322,1.0617851194383299e-06,False,False,False
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,ATTRIBUTION,dependence+margins+risk,202607227014,solved,0.5712087126736105,0.5712076491996569,0.5712087126736101,1.0634739531223403e-06,False,False,False
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,ATTRIBUTION,dependence+margins+risk,202607227015,solved,-0.33687772756073203,-0.3368787819538359,-0.3368777216009132,1.0603529226882458e-06,True,True,True
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,ATTRIBUTION,dependence+margins+risk,202607227016,solved,0.4824593548313787,0.4824582922449294,0.48245935483137914,1.0625864497182391e-06,False,False,False
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,ATTRIBUTION,dependence+operations,202607227001,solved,-1.0,-1.0,-0.36470954064782657,0.6352904593521734,True,True,True
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,ATTRIBUTION,dependence+operations,202607227002,solved,-0.36470957613814775,-1.0,-0.3647095406478285,0.6352904593521715,True,True,True
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,ATTRIBUTION,dependence+operations,202607227003,solved,-0.36470957613814775,-1.0,-0.3647095406478287,0.6352904593521713,True,True,True
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,ATTRIBUTION,dependence+operations,202607227004,solved,-1.0,-1.0,-0.3647095406478276,0.6352904593521724,True,True,True
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,ATTRIBUTION,dependence+operations,202607227005,solved,-1.0,-1.0,-0.36470954064782696,0.6352904593521731,True,True,True
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,ATTRIBUTION,dependence+operations,202607227006,solved,-0.36470957613814775,-1.0,-0.364709540647828,0.635290459352172,True,True,True
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,ATTRIBUTION,dependence+operations,202607227007,solved,-1.0,-1.0,-0.3647095406478287,0.6352904593521713,True,True,True
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,ATTRIBUTION,dependence+operations,202607227008,solved,-0.36470957613814775,-1.0,-0.36470954064782835,0.6352904593521717,True,True,True
