state,year,ranking_definition,kendall_tau_b,spearman_rho,spearman_valid,pairwise_inversions,pairwise_ties,inversion_intensity,top_rank_disagreement,score_leader_unique,acreage_leader_unique,score_leaders,acreage_leaders,score_top_second_gap,claim_level
Arkansas,2017,relative_yield,-0.333333333333,-0.5,True,2,0,0.666666666667,True,True,True,corn,soybeans,0.000383516895047,DESCRIPTIVE_RANK_AGREEMENT_NOT_CAUSAL
Arkansas,2018,relative_yield,-1,-1,True,3,0,1,True,True,True,winter_wheat,soybeans,0.122148372223,DESCRIPTIVE_RANK_AGREEMENT_NOT_CAUSAL
Arkansas,2019,relative_yield,0.333333333333,0.5,True,1,0,0.333333333333,True,True,True,corn,soybeans,0.0110208451414,DESCRIPTIVE_RANK_AGREEMENT_NOT_CAUSAL
Arkansas,2020,relative_yield,-1,-1,True,3,0,1,True,True,True,winter_wheat,soybeans,0.00703784618982,DESCRIPTIVE_RANK_AGREEMENT_NOT_CAUSAL
Arkansas,2021,relative_yield,-1,-1,True,3,0,1,True,True,True,winter_wheat,soybeans,0.115830463457,DESCRIPTIVE_RANK_AGREEMENT_NOT_CAUSAL
Arkansas,2022,relative_yield,-0.333333333333,-0.5,True,2,0,0.666666666667,True,True,True,winter_wheat,soybeans,0.0792724776939,DESCRIPTIVE_RANK_AGREEMENT_NOT_CAUSAL
Arkansas,2023,relative_yield,-0.333333333333,-0.5,True,2,0,0.666666666667,True,True,True,winter_wheat,soybeans,0.0592885375494,DESCRIPTIVE_RANK_AGREEMENT_NOT_CAUSAL
Arkansas,2024,relative_yield,0.333333333333,0.5,True,1,0,0.333333333333,False,True,True,soybeans,soybeans,0.00164047627223,DESCRIPTIVE_RANK_AGREEMENT_NOT_CAUSAL
Delaware,2016,relative_yield,-0.333333333333,-0.5,True,2,0,0.666666666667,True,True,True,winter_wheat,corn,0.237919170452,DESCRIPTIVE_RANK_AGREEMENT_NOT_CAUSAL
Delaware,2017,relative_yield,-0.333333333333,-0.5,True,2,0,0.666666666667,True,True,True,winter_wheat,corn,0.383968091394,DESCRIPTIVE_RANK_AGREEMENT_NOT_CAUSAL
Delaware,2018,relative_yield,-0.816496580928,-0.866025403784,True,2,1,0.666666666667,True,True,False,winter_wheat,corn;soybeans,0.660259232433,DESCRIPTIVE_RANK_AGREEMENT_NOT_CAUSAL
Delaware,2019,relative_yield,-1,-1,True,3,0,1,True,True,True,winter_wheat,corn,0.351722400655,DESCRIPTIVE_RANK_AGREEMENT_NOT_CAUSAL
Delaware,2020,relative_yield,-1,-1,True,3,0,1,True,True,True,winter_wheat,corn,0.473400362109,DESCRIPTIVE_RANK_AGREEMENT_NOT_CAUSAL
Delaware,2021,relative_yield,-0.333333333333,-0.5,True,2,0,0.666666666667,True,True,True,winter_wheat,corn,0.354874288158,DESCRIPTIVE_RANK_AGREEMENT_NOT_CAUSAL
Delaware,2022,relative_yield,-0.816496580928,-0.866025403784,True,2,1,0.666666666667,True,True,False,winter_wheat,corn;soybeans,0.636629119733,DESCRIPTIVE_RANK_AGREEMENT_NOT_CAUSAL
Delaware,2023,relative_yield,-0.333333333333,-0.5,True,2,0,0.666666666667,True,True,True,winter_wheat,corn,0.752191970466,DESCRIPTIVE_RANK_AGREEMENT_NOT_CAUSAL
Delaware,2024,relative_yield,-0.333333333333,-0.5,True,2,0,0.666666666667,True,True,True,winter_wheat,corn,0.438941035469,DESCRIPTIVE_RANK_AGREEMENT_NOT_CAUSAL
Florida,2016,relative_yield,1,1,True,0,0,0,False,True,True,corn,corn,0.136828026406,DESCRIPTIVE_RANK_AGREEMENT_NOT_CAUSAL
Florida,2017,relative_yield,1,1,True,0,0,0,False,True,True,corn,corn,0.174612986333,DESCRIPTIVE_RANK_AGREEMENT_NOT_CAUSAL
Florida,2018,relative_yield,0.333333333333,0.5,True,1,0,0.333333333333,False,True,True,corn,corn,0.138456913733,DESCRIPTIVE_RANK_AGREEMENT_NOT_CAUSAL
Georgia,2016,relative_yield,0.333333333333,0.5,True,1,0,0.333333333333,False,True,True,corn,corn,0.113190780684,DESCRIPTIVE_RANK_AGREEMENT_NOT_CAUSAL
Georgia,2017,relative_yield,1,1,True,0,0,0,False,True,True,corn,corn,0.0603475114265,DESCRIPTIVE_RANK_AGREEMENT_NOT_CAUSAL
Georgia,2018,relative_yield,0.333333333333,0.5,True,1,0,0.333333333333,True,True,True,winter_wheat,corn,0.129616216702,DESCRIPTIVE_RANK_AGREEMENT_NOT_CAUSAL
Georgia,2019,relative_yield,0.333333333333,0.5,True,1,0,0.333333333333,True,True,True,winter_wheat,corn,0.089552238806,DESCRIPTIVE_RANK_AGREEMENT_NOT_CAUSAL
Georgia,2020,relative_yield,0.333333333333,0.5,True,1,0,0.333333333333,True,True,True,winter_wheat,corn,0.0303750690603,DESCRIPTIVE_RANK_AGREEMENT_NOT_CAUSAL
Georgia,2021,relative_yield,0.333333333333,0.5,True,1,0,0.333333333333,True,True,True,winter_wheat,corn,0.087289261035,DESCRIPTIVE_RANK_AGREEMENT_NOT_CAUSAL
Georgia,2022,relative_yield,0.333333333333,0.5,True,1,0,0.333333333333,True,True,True,winter_wheat,corn,0.224815332892,DESCRIPTIVE_RANK_AGREEMENT_NOT_CAUSAL
Georgia,2023,relative_yield,0.333333333333,0.5,True,1,0,0.333333333333,True,True,True,winter_wheat,corn,0.10556904289,DESCRIPTIVE_RANK_AGREEMENT_NOT_CAUSAL
Georgia,2024,relative_yield,-1,-1,True,3,0,1,True,True,True,winter_wheat,corn,0.214177530053,DESCRIPTIVE_RANK_AGREEMENT_NOT_CAUSAL
Illinois,2016,relative_yield,-1,-1,True,3,0,1,True,True,True,winter_wheat,corn,0.201353973945,DESCRIPTIVE_RANK_AGREEMENT_NOT_CAUSAL
Illinois,2017,relative_yield,-1,-1,True,3,0,1,True,True,True,winter_wheat,corn,0.337473634872,DESCRIPTIVE_RANK_AGREEMENT_NOT_CAUSAL
Illinois,2018,relative_yield,-1,-1,True,3,0,1,True,True,True,winter_wheat,corn,0.118180641194,DESCRIPTIVE_RANK_AGREEMENT_NOT_CAUSAL
Illinois,2019,relative_yield,-1,-1,True,3,0,1,True,True,True,winter_wheat,corn,0.110759493671,DESCRIPTIVE_RANK_AGREEMENT_NOT_CAUSAL
Illinois,2020,relative_yield,-1,-1,True,3,0,1,True,True,True,winter_wheat,corn,0.159482260488,DESCRIPTIVE_RANK_AGREEMENT_NOT_CAUSAL
Illinois,2021,relative_yield,-1,-1,True,3,0,1,True,True,True,winter_wheat,corn,0.328568992512,DESCRIPTIVE_RANK_AGREEMENT_NOT_CAUSAL
Illinois,2022,relative_yield,-0.816496580928,-0.866025403784,True,2,1,0.666666666667,True,True,False,winter_wheat,corn;soybeans,0.410689773507,DESCRIPTIVE_RANK_AGREEMENT_NOT_CAUSAL
Illinois,2023,relative_yield,-1,-1,True,3,0,1,True,True,True,winter_wheat,corn,0.474308300395,DESCRIPTIVE_RANK_AGREEMENT_NOT_CAUSAL
Illinois,2024,relative_yield,-0.816496580928,-0.866025403784,True,2,1,0.666666666667,True,True,False,winter_wheat,corn;soybeans,0.401115523865,DESCRIPTIVE_RANK_AGREEMENT_NOT_CAUSAL
Indiana,2016,relative_yield,-0.333333333333,-0.5,True,2,0,0.666666666667,True,True,True,winter_wheat,soybeans,0.35683798653,DESCRIPTIVE_RANK_AGREEMENT_NOT_CAUSAL
Indiana,2017,relative_yield,-0.333333333333,-0.5,True,2,0,0.666666666667,True,True,True,winter_wheat,soybeans,0.378768900059,DESCRIPTIVE_RANK_AGREEMENT_NOT_CAUSAL
Indiana,2018,relative_yield,-0.333333333333,-0.5,True,2,0,0.666666666667,True,True,True,winter_wheat,soybeans,0.348533767053,DESCRIPTIVE_RANK_AGREEMENT_NOT_CAUSAL
Indiana,2019,relative_yield,-0.333333333333,-0.5,True,2,0,0.666666666667,True,True,True,winter_wheat,soybeans,0.0807670508218,DESCRIPTIVE_RANK_AGREEMENT_NOT_CAUSAL
Indiana,2020,relative_yield,-0.333333333333,-0.5,True,2,0,0.666666666667,True,True,True,winter_wheat,soybeans,0.21838283447,DESCRIPTIVE_RANK_AGREEMENT_NOT_CAUSAL
Indiana,2021,relative_yield,-0.333333333333,-0.5,True,2,0,0.666666666667,True,True,True,winter_wheat,soybeans,0.535639542995,DESCRIPTIVE_RANK_AGREEMENT_NOT_CAUSAL
Indiana,2022,relative_yield,-0.333333333333,-0.5,True,2,0,0.666666666667,True,True,True,winter_wheat,soybeans,0.564130061771,DESCRIPTIVE_RANK_AGREEMENT_NOT_CAUSAL
Indiana,2023,relative_yield,-0.333333333333,-0.5,True,2,0,0.666666666667,True,True,True,winter_wheat,soybeans,0.612648221344,DESCRIPTIVE_RANK_AGREEMENT_NOT_CAUSAL
Indiana,2024,relative_yield,-0.333333333333,-0.5,True,2,0,0.666666666667,True,True,True,winter_wheat,soybeans,0.557761932557,DESCRIPTIVE_RANK_AGREEMENT_NOT_CAUSAL
Iowa,2016,relative_yield,1,1,True,0,0,0,False,True,True,corn,corn,0.00658813870184,DESCRIPTIVE_RANK_AGREEMENT_NOT_CAUSAL
Iowa,2017,relative_yield,-1,-1,True,3,0,1,True,True,True,winter_wheat,corn,0.198395060731,DESCRIPTIVE_RANK_AGREEMENT_NOT_CAUSAL
Iowa,2018,relative_yield,-0.333333333333,-0.5,True,2,0,0.666666666667,True,True,True,winter_wheat,corn,0.0997448387845,DESCRIPTIVE_RANK_AGREEMENT_NOT_CAUSAL
Kansas,2016,relative_yield,0.333333333333,0.5,True,1,0,0.333333333333,False,True,True,winter_wheat,winter_wheat,0.105885919159,DESCRIPTIVE_RANK_AGREEMENT_NOT_CAUSAL
Kansas,2017,relative_yield,0.333333333333,0.5,True,1,0,0.333333333333,False,True,True,winter_wheat,winter_wheat,0.195526211584,DESCRIPTIVE_RANK_AGREEMENT_NOT_CAUSAL
Kansas,2018,relative_yield,-0.333333333333,-0.5,True,2,0,0.666666666667,True,True,True,soybeans,winter_wheat,0.0497038403651,DESCRIPTIVE_RANK_AGREEMENT_NOT_CAUSAL
Kansas,2019,relative_yield,0.333333333333,0.5,True,1,0,0.333333333333,False,True,True,winter_wheat,winter_wheat,0.094621827571,DESCRIPTIVE_RANK_AGREEMENT_NOT_CAUSAL
Kansas,2020,relative_yield,0.333333333333,0.5,True,1,0,0.333333333333,False,True,True,winter_wheat,winter_wheat,0.0801648753804,DESCRIPTIVE_RANK_AGREEMENT_NOT_CAUSAL
Kansas,2021,relative_yield,1,1,True,0,0,0,False,True,True,winter_wheat,winter_wheat,0.250545839242,DESCRIPTIVE_RANK_AGREEMENT_NOT_CAUSAL
Kansas,2022,relative_yield,1,1,True,0,0,0,False,True,True,winter_wheat,winter_wheat,0.124027583499,DESCRIPTIVE_RANK_AGREEMENT_NOT_CAUSAL
Kansas,2023,relative_yield,1,1,True,0,0,0,False,True,True,winter_wheat,winter_wheat,0.0205208117369,DESCRIPTIVE_RANK_AGREEMENT_NOT_CAUSAL
Kansas,2024,relative_yield,1,1,True,0,0,0,False,True,True,winter_wheat,winter_wheat,0.112256885524,DESCRIPTIVE_RANK_AGREEMENT_NOT_CAUSAL
Kentucky,2016,relative_yield,-0.333333333333,-0.5,True,2,0,0.666666666667,True,True,True,winter_wheat,soybeans,0.48326347441,DESCRIPTIVE_RANK_AGREEMENT_NOT_CAUSAL
Kentucky,2017,relative_yield,-0.333333333333,-0.5,True,2,0,0.666666666667,True,True,True,winter_wheat,soybeans,0.458813831894,DESCRIPTIVE_RANK_AGREEMENT_NOT_CAUSAL
Kentucky,2018,relative_yield,-0.333333333333,-0.5,True,2,0,0.666666666667,True,True,True,winter_wheat,soybeans,0.37011862569,DESCRIPTIVE_RANK_AGREEMENT_NOT_CAUSAL
Kentucky,2019,relative_yield,-1,-1,True,3,0,1,True,True,True,winter_wheat,soybeans,0.408955223881,DESCRIPTIVE_RANK_AGREEMENT_NOT_CAUSAL
Kentucky,2020,relative_yield,-0.333333333333,-0.5,True,2,0,0.666666666667,True,True,True,winter_wheat,soybeans,0.159289649062,DESCRIPTIVE_RANK_AGREEMENT_NOT_CAUSAL
Kentucky,2021,relative_yield,-0.333333333333,-0.5,True,2,0,0.666666666667,True,True,True,winter_wheat,soybeans,0.64357356566,DESCRIPTIVE_RANK_AGREEMENT_NOT_CAUSAL
Kentucky,2022,relative_yield,-0.333333333333,-0.5,True,2,0,0.666666666667,True,True,True,winter_wheat,soybeans,0.673901853123,DESCRIPTIVE_RANK_AGREEMENT_NOT_CAUSAL
Kentucky,2023,relative_yield,-0.333333333333,-0.5,True,2,0,0.666666666667,True,True,True,winter_wheat,soybeans,0.652173913043,DESCRIPTIVE_RANK_AGREEMENT_NOT_CAUSAL
Kentucky,2024,relative_yield,-1,-1,True,3,0,1,True,True,True,winter_wheat,soybeans,0.457927400885,DESCRIPTIVE_RANK_AGREEMENT_NOT_CAUSAL
Louisiana,2016,relative_yield,0.333333333333,0.5,True,1,0,0.333333333333,True,True,True,corn,soybeans,0.0105277794331,DESCRIPTIVE_RANK_AGREEMENT_NOT_CAUSAL
Louisiana,2017,relative_yield,1,1,True,0,0,0,False,True,True,soybeans,soybeans,0.0534320808419,DESCRIPTIVE_RANK_AGREEMENT_NOT_CAUSAL
Louisiana,2018,relative_yield,-0.333333333333,-0.5,True,2,0,0.666666666667,True,True,True,winter_wheat,soybeans,0.349241798967,DESCRIPTIVE_RANK_AGREEMENT_NOT_CAUSAL
Maryland,2016,relative_yield,-1,-1,True,3,0,1,True,True,True,winter_wheat,soybeans,0.286762406037,DESCRIPTIVE_RANK_AGREEMENT_NOT_CAUSAL
Maryland,2017,relative_yield,-0.333333333333,-0.5,True,2,0,0.666666666667,True,True,True,winter_wheat,soybeans,0.379859870861,DESCRIPTIVE_RANK_AGREEMENT_NOT_CAUSAL
Maryland,2018,relative_yield,-0.333333333333,-0.5,True,2,0,0.666666666667,True,True,True,winter_wheat,soybeans,0.394697447848,DESCRIPTIVE_RANK_AGREEMENT_NOT_CAUSAL
Maryland,2019,relative_yield,-0.333333333333,-0.5,True,2,0,0.666666666667,True,True,True,winter_wheat,corn,0.438059701493,DESCRIPTIVE_RANK_AGREEMENT_NOT_CAUSAL
Maryland,2020,relative_yield,-0.333333333333,-0.5,True,2,0,0.666666666667,True,True,True,winter_wheat,soybeans,0.512616048384,DESCRIPTIVE_RANK_AGREEMENT_NOT_CAUSAL
Maryland,2021,relative_yield,-0.333333333333,-0.5,True,2,0,0.666666666667,True,True,True,winter_wheat,soybeans,0.542576774614,DESCRIPTIVE_RANK_AGREEMENT_NOT_CAUSAL
Maryland,2022,relative_yield,-1,-1,True,3,0,1,True,True,True,winter_wheat,soybeans,0.70801737466,DESCRIPTIVE_RANK_AGREEMENT_NOT_CAUSAL
Maryland,2023,relative_yield,-0.333333333333,-0.5,True,2,0,0.666666666667,True,True,True,winter_wheat,corn,0.749215839704,DESCRIPTIVE_RANK_AGREEMENT_NOT_CAUSAL
Maryland,2024,relative_yield,-0.333333333333,-0.5,True,2,0,0.666666666667,True,True,True,winter_wheat,soybeans,0.582826883973,DESCRIPTIVE_RANK_AGREEMENT_NOT_CAUSAL
Michigan,2016,relative_yield,-1,-1,True,3,0,1,True,True,True,winter_wheat,corn,0.636378206803,DESCRIPTIVE_RANK_AGREEMENT_NOT_CAUSAL
Michigan,2017,relative_yield,-1,-1,True,3,0,1,True,True,True,winter_wheat,soybeans,0.673365428433,DESCRIPTIVE_RANK_AGREEMENT_NOT_CAUSAL
Michigan,2018,relative_yield,-0.816496580928,-0.866025403784,True,2,1,0.666666666667,True,True,False,winter_wheat,corn;soybeans,0.656406272758,DESCRIPTIVE_RANK_AGREEMENT_NOT_CAUSAL
Michigan,2019,relative_yield,-0.333333333333,-0.5,True,2,0,0.666666666667,True,True,True,winter_wheat,corn,0.447014925373,DESCRIPTIVE_RANK_AGREEMENT_NOT_CAUSAL
Michigan,2020,relative_yield,-1,-1,True,3,0,1,True,True,True,winter_wheat,corn,0.532300936092,DESCRIPTIVE_RANK_AGREEMENT_NOT_CAUSAL
Michigan,2021,relative_yield,-1,-1,True,3,0,1,True,True,True,winter_wheat,corn,0.6213279179,DESCRIPTIVE_RANK_AGREEMENT_NOT_CAUSAL
Michigan,2022,relative_yield,-0.333333333333,-0.5,True,2,0,0.666666666667,True,True,True,winter_wheat,corn,0.797099315321,DESCRIPTIVE_RANK_AGREEMENT_NOT_CAUSAL
Michigan,2023,relative_yield,-0.333333333333,-0.5,True,2,0,0.666666666667,True,True,True,winter_wheat,corn,0.692769674231,DESCRIPTIVE_RANK_AGREEMENT_NOT_CAUSAL
Michigan,2024,relative_yield,-0.333333333333,-0.5,True,2,0,0.666666666667,True,True,True,winter_wheat,corn,0.673303983577,DESCRIPTIVE_RANK_AGREEMENT_NOT_CAUSAL
Minnesota,2016,relative_yield,0.333333333333,0.5,True,1,0,0.333333333333,False,True,True,corn,corn,0.00230959320089,DESCRIPTIVE_RANK_AGREEMENT_NOT_CAUSAL
Minnesota,2017,relative_yield,0.333333333333,0.5,True,1,0,0.333333333333,True,True,True,corn,soybeans,0.135038902506,DESCRIPTIVE_RANK_AGREEMENT_NOT_CAUSAL
Minnesota,2018,relative_yield,-0.333333333333,-0.5,True,2,0,0.666666666667,True,True,True,winter_wheat,corn,0.220863571594,DESCRIPTIVE_RANK_AGREEMENT_NOT_CAUSAL
Mississippi,2016,relative_yield,0.333333333333,0.5,True,1,0,0.333333333333,True,True,True,corn,soybeans,0.0258890676625,DESCRIPTIVE_RANK_AGREEMENT_NOT_CAUSAL
Mississippi,2017,relative_yield,-0.333333333333,-0.5,True,2,0,0.666666666667,True,True,True,winter_wheat,soybeans,0.0803277761166,DESCRIPTIVE_RANK_AGREEMENT_NOT_CAUSAL
Mississippi,2018,relative_yield,1,1,True,0,0,0,False,True,True,soybeans,soybeans,0.00744871592048,DESCRIPTIVE_RANK_AGREEMENT_NOT_CAUSAL
Mississippi,2019,relative_yield,1,1,True,0,0,0,False,True,True,soybeans,soybeans,0.0160463505259,DESCRIPTIVE_RANK_AGREEMENT_NOT_CAUSAL
Mississippi,2020,relative_yield,1,1,True,0,0,0,False,True,True,soybeans,soybeans,0.00864850024024,DESCRIPTIVE_RANK_AGREEMENT_NOT_CAUSAL
Mississippi,2021,relative_yield,-0.333333333333,-0.5,True,2,0,0.666666666667,True,True,True,winter_wheat,soybeans,0.124715147193,DESCRIPTIVE_RANK_AGREEMENT_NOT_CAUSAL
Mississippi,2022,relative_yield,-0.333333333333,-0.5,True,2,0,0.666666666667,True,True,True,winter_wheat,soybeans,0.017673301304,DESCRIPTIVE_RANK_AGREEMENT_NOT_CAUSAL
Mississippi,2023,relative_yield,0.333333333333,0.5,True,1,0,0.333333333333,False,True,True,soybeans,soybeans,0.0790513833992,DESCRIPTIVE_RANK_AGREEMENT_NOT_CAUSAL
Mississippi,2024,relative_yield,1,1,True,0,0,0,False,True,True,soybeans,soybeans,0.0671689487168,DESCRIPTIVE_RANK_AGREEMENT_NOT_CAUSAL
Missouri,2016,relative_yield,-0.333333333333,-0.5,True,2,0,0.666666666667,True,True,True,winter_wheat,soybeans,0.321699470745,DESCRIPTIVE_RANK_AGREEMENT_NOT_CAUSAL
Missouri,2017,relative_yield,-0.333333333333,-0.5,True,2,0,0.666666666667,True,True,True,winter_wheat,soybeans,0.350524878175,DESCRIPTIVE_RANK_AGREEMENT_NOT_CAUSAL
Missouri,2018,relative_yield,-0.333333333333,-0.5,True,2,0,0.666666666667,True,True,True,winter_wheat,soybeans,0.359639753362,DESCRIPTIVE_RANK_AGREEMENT_NOT_CAUSAL
Missouri,2019,relative_yield,-0.333333333333,-0.5,True,2,0,0.666666666667,True,True,True,winter_wheat,soybeans,0.204908999307,DESCRIPTIVE_RANK_AGREEMENT_NOT_CAUSAL
Missouri,2020,relative_yield,-0.333333333333,-0.5,True,2,0,0.666666666667,True,True,True,winter_wheat,soybeans,0.218074656189,DESCRIPTIVE_RANK_AGREEMENT_NOT_CAUSAL
Missouri,2021,relative_yield,-0.333333333333,-0.5,True,2,0,0.666666666667,True,True,True,winter_wheat,soybeans,0.341513324135,DESCRIPTIVE_RANK_AGREEMENT_NOT_CAUSAL
Missouri,2022,relative_yield,-1,-1,True,3,0,1,True,True,True,winter_wheat,soybeans,0.348106702005,DESCRIPTIVE_RANK_AGREEMENT_NOT_CAUSAL
Missouri,2023,relative_yield,-0.333333333333,-0.5,True,2,0,0.666666666667,True,True,True,winter_wheat,soybeans,0.434782608696,DESCRIPTIVE_RANK_AGREEMENT_NOT_CAUSAL
Missouri,2024,relative_yield,-1,-1,True,3,0,1,True,True,True,winter_wheat,soybeans,0.43004117668,DESCRIPTIVE_RANK_AGREEMENT_NOT_CAUSAL
Nebraska,2016,relative_yield,0.333333333333,0.5,True,1,0,0.333333333333,True,True,True,soybeans,corn,0.155864105569,DESCRIPTIVE_RANK_AGREEMENT_NOT_CAUSAL
Nebraska,2017,relative_yield,0.333333333333,0.5,True,1,0,0.333333333333,True,True,True,soybeans,corn,0.141413538118,DESCRIPTIVE_RANK_AGREEMENT_NOT_CAUSAL
Nebraska,2018,relative_yield,0.333333333333,0.5,True,1,0,0.333333333333,True,True,True,soybeans,corn,0.0549754785635,DESCRIPTIVE_RANK_AGREEMENT_NOT_CAUSAL
Nebraska,2019,relative_yield,0.333333333333,0.5,True,1,0,0.333333333333,True,True,True,soybeans,corn,0.147610051011,DESCRIPTIVE_RANK_AGREEMENT_NOT_CAUSAL
Nebraska,2020,relative_yield,0.333333333333,0.5,True,1,0,0.333333333333,True,True,True,soybeans,corn,0.0870798727893,DESCRIPTIVE_RANK_AGREEMENT_NOT_CAUSAL
Nebraska,2021,relative_yield,0.333333333333,0.5,True,1,0,0.333333333333,True,True,True,soybeans,corn,0.129635736112,DESCRIPTIVE_RANK_AGREEMENT_NOT_CAUSAL
Nebraska,2022,relative_yield,0.333333333333,0.5,True,1,0,0.333333333333,True,True,True,soybeans,corn,0.0363461323808,DESCRIPTIVE_RANK_AGREEMENT_NOT_CAUSAL
Nebraska,2023,relative_yield,1,1,True,0,0,0,False,True,True,corn,corn,0.00872218097996,DESCRIPTIVE_RANK_AGREEMENT_NOT_CAUSAL
Nebraska,2024,relative_yield,0.333333333333,0.5,True,1,0,0.333333333333,True,True,True,soybeans,corn,0.0856002578513,DESCRIPTIVE_RANK_AGREEMENT_NOT_CAUSAL
New Jersey,2016,relative_yield,-1,-1,True,3,0,1,True,True,True,winter_wheat,soybeans,0.326854044067,DESCRIPTIVE_RANK_AGREEMENT_NOT_CAUSAL
New Jersey,2017,relative_yield,-1,-1,True,3,0,1,True,True,True,winter_wheat,soybeans,0.329260534307,DESCRIPTIVE_RANK_AGREEMENT_NOT_CAUSAL
New Jersey,2018,relative_yield,-1,-1,True,3,0,1,True,True,True,winter_wheat,soybeans,0.495043528894,DESCRIPTIVE_RANK_AGREEMENT_NOT_CAUSAL
New Jersey,2019,relative_yield,-1,-1,True,3,0,1,True,True,True,winter_wheat,soybeans,0.305970149254,DESCRIPTIVE_RANK_AGREEMENT_NOT_CAUSAL
New Jersey,2020,relative_yield,-1,-1,True,3,0,1,True,True,True,winter_wheat,soybeans,0.406154791352,DESCRIPTIVE_RANK_AGREEMENT_NOT_CAUSAL
New Jersey,2021,relative_yield,-1,-1,True,3,0,1,True,True,True,winter_wheat,soybeans,0.413757399779,DESCRIPTIVE_RANK_AGREEMENT_NOT_CAUSAL
New Jersey,2022,relative_yield,-1,-1,True,3,0,1,True,True,True,winter_wheat,soybeans,0.831922255761,DESCRIPTIVE_RANK_AGREEMENT_NOT_CAUSAL
New Jersey,2023,relative_yield,-1,-1,True,3,0,1,True,True,True,winter_wheat,soybeans,0.673006828381,DESCRIPTIVE_RANK_AGREEMENT_NOT_CAUSAL
New York,2016,relative_yield,-1,-1,True,3,0,1,True,True,True,winter_wheat,corn,0.548174783193,DESCRIPTIVE_RANK_AGREEMENT_NOT_CAUSAL
New York,2017,relative_yield,-1,-1,True,3,0,1,True,True,True,winter_wheat,corn,0.421882449916,DESCRIPTIVE_RANK_AGREEMENT_NOT_CAUSAL
New York,2018,relative_yield,-1,-1,True,3,0,1,True,True,True,winter_wheat,corn,0.423059183376,DESCRIPTIVE_RANK_AGREEMENT_NOT_CAUSAL
New York,2019,relative_yield,-1,-1,True,3,0,1,True,True,True,winter_wheat,corn,0.16271490648,DESCRIPTIVE_RANK_AGREEMENT_NOT_CAUSAL
New York,2020,relative_yield,-1,-1,True,3,0,1,True,True,True,winter_wheat,corn,0.296660117878,DESCRIPTIVE_RANK_AGREEMENT_NOT_CAUSAL
New York,2021,relative_yield,-1,-1,True,3,0,1,True,True,True,winter_wheat,corn,0.502736137163,DESCRIPTIVE_RANK_AGREEMENT_NOT_CAUSAL
New York,2022,relative_yield,-1,-1,True,3,0,1,True,True,True,winter_wheat,corn,0.624656829101,DESCRIPTIVE_RANK_AGREEMENT_NOT_CAUSAL
New York,2023,relative_yield,-1,-1,True,3,0,1,True,True,True,winter_wheat,corn,0.592885375494,DESCRIPTIVE_RANK_AGREEMENT_NOT_CAUSAL
New York,2024,relative_yield,-1,-1,True,3,0,1,True,True,True,winter_wheat,corn,0.444759822829,DESCRIPTIVE_RANK_AGREEMENT_NOT_CAUSAL
North Carolina,2016,relative_yield,-1,-1,True,3,0,1,True,True,True,winter_wheat,soybeans,0.00257887312566,DESCRIPTIVE_RANK_AGREEMENT_NOT_CAUSAL
North Carolina,2017,relative_yield,-0.333333333333,-0.5,True,2,0,0.666666666667,True,True,True,winter_wheat,soybeans,0.284258503511,DESCRIPTIVE_RANK_AGREEMENT_NOT_CAUSAL
