state,year,crop,planted_acres_1000,yield_bushels_per_acre,source_path,source_url,source_sha256,source_report_year,source_unit_acres,source_unit_yield,national_nass_yield_bushels_per_acre,national_planted_acres_1000,harvest_price_usd_per_bushel,operating_cost_usd_per_planted_acre,total_cost_usd_per_planted_acre,cpi_u_deflator_to_2024,relative_yield,standardized_revenue_real_2024_usd_per_acre,standardized_operating_margin_real_2024_usd_per_acre,standardized_total_cost_margin_real_2024_usd_per_acre,observed_acreage_share,geographic_price_cost_scope,observed_allocation_interpretation
Alabama,2019,soybeans,265,36,empirical/goal16/raw/usda_nass/crop_production_2021_summary.pdf,https://www.nass.usda.gov/Publications/Todays_Reports/reports/cropan22.pdf,e54c9e6270e4c527e5496c4925111a3ea898d33009b99cf7c69cc978d2bbf080,2021,"1,000 acres",bushels per acre,47.4,76100,8.61,187.71,497.64,1.226989,0.759493670886,380.31751044,149.99940525,-230.28129552,0.370629370629,STATE_YIELD_WITH_NATIONAL_PRICE_AND_COST,AGGREGATE_ACREAGE_NOT_MODEL_OPTIMUM
Alabama,2019,winter_wheat,130,72,empirical/goal16/raw/usda_nass/crop_production_2021_summary.pdf,https://www.nass.usda.gov/Publications/Todays_Reports/reports/cropan22.pdf,e54c9e6270e4c527e5496c4925111a3ea898d33009b99cf7c69cc978d2bbf080,2021,"1,000 acres",bushels per acre,53.6,31474,4.64,132.23,326.57,1.226989,1.34328358209,409.91248512,247.66772965,9.21468739,0.181818181818,STATE_YIELD_WITH_NATIONAL_PRICE_AND_COST,AGGREGATE_ACREAGE_NOT_MODEL_OPTIMUM
Alabama,2020,corn,330,158,empirical/goal16/raw/usda_nass/crop_production_2021_summary.pdf,https://www.nass.usda.gov/Publications/Todays_Reports/reports/cropan22.pdf,e54c9e6270e4c527e5496c4925111a3ea898d33009b99cf7c69cc978d2bbf080,2021,"1,000 acres",bushels per acre,171.4,90652,3.61,319.44,678.28,1.212037,0.921820303384,691.32166406,304.14856478,-130.7787923,0.442953020134,STATE_YIELD_WITH_NATIONAL_PRICE_AND_COST,AGGREGATE_ACREAGE_NOT_MODEL_OPTIMUM
Alabama,2020,soybeans,280,41,empirical/goal16/raw/usda_nass/crop_production_2021_summary.pdf,https://www.nass.usda.gov/Publications/Todays_Reports/reports/cropan22.pdf,e54c9e6270e4c527e5496c4925111a3ea898d33009b99cf7c69cc978d2bbf080,2021,"1,000 acres",bushels per acre,51,83354,9.67,179,491.82,1.212037,0.803921568627,480.53630939,263.58168639,-115.56772795,0.375838926174,STATE_YIELD_WITH_NATIONAL_PRICE_AND_COST,AGGREGATE_ACREAGE_NOT_MODEL_OPTIMUM
Alabama,2020,winter_wheat,135,72,empirical/goal16/raw/usda_nass/crop_production_2021_summary.pdf,https://www.nass.usda.gov/Publications/Todays_Reports/reports/cropan22.pdf,e54c9e6270e4c527e5496c4925111a3ea898d33009b99cf7c69cc978d2bbf080,2021,"1,000 acres",bushels per acre,50.9,30450,4.61,122.92,319.74,1.212037,1.41453831041,402.29932104,253.315733,14.76261066,0.181208053691,STATE_YIELD_WITH_NATIONAL_PRICE_AND_COST,AGGREGATE_ACREAGE_NOT_MODEL_OPTIMUM
Alabama,2021,corn,355,163,empirical/goal16/raw/usda_nass/crop_production_2021_summary.pdf,https://www.nass.usda.gov/Publications/Todays_Reports/reports/cropan22.pdf,e54c9e6270e4c527e5496c4925111a3ea898d33009b99cf7c69cc978d2bbf080,2021,"1,000 acres",bushels per acre,177,93357,5.07,353.33,735.19,1.157653,0.920903954802,956.69601573,547.66248124,105.60110666,0.422619047619,STATE_YIELD_WITH_NATIONAL_PRICE_AND_COST,AGGREGATE_ACREAGE_NOT_MODEL_OPTIMUM
Alabama,2021,soybeans,310,46,empirical/goal16/raw/usda_nass/crop_production_2021_summary.pdf,https://www.nass.usda.gov/Publications/Todays_Reports/reports/cropan22.pdf,e54c9e6270e4c527e5496c4925111a3ea898d33009b99cf7c69cc978d2bbf080,2021,"1,000 acres",bushels per acre,51.4,87195,11.98,193.79,531.77,1.157653,0.894941634241,637.95941524,413.61784037,22.35427943,0.369047619048,STATE_YIELD_WITH_NATIONAL_PRICE_AND_COST,AGGREGATE_ACREAGE_NOT_MODEL_OPTIMUM
Alabama,2021,winter_wheat,175,83,empirical/goal16/raw/usda_nass/crop_production_2021_summary.pdf,https://www.nass.usda.gov/Publications/Todays_Reports/reports/cropan22.pdf,e54c9e6270e4c527e5496c4925111a3ea898d33009b99cf7c69cc978d2bbf080,2021,"1,000 acres",bushels per acre,50.2,33648,6.67,137.02,353.76,1.157653,1.65338645418,640.88827733,482.26666327,231.35695205,0.208333333333,STATE_YIELD_WITH_NATIONAL_PRICE_AND_COST,AGGREGATE_ACREAGE_NOT_MODEL_OPTIMUM
Alabama,2022,corn,300,118,empirical/goal16/raw/usda_nass/crop_production_2024_summary.pdf,https://www.nass.usda.gov/Publications/Todays_Reports/reports/cropan25.pdf,0e3add3bc4c95c8ea5061d8e1e75d166e5d9a4a73dcf9204784be6697e94c0c9,2024,"1,000 acres",bushels per acre,173.4,88162,6.48,519.11,927.86,1.071873,0.680507497116,819.59697072,263.17697769,-174.95111106,0.357142857143,STATE_YIELD_WITH_NATIONAL_PRICE_AND_COST,AGGREGATE_ACREAGE_NOT_MODEL_OPTIMUM
Alabama,2022,soybeans,360,41,empirical/goal16/raw/usda_nass/crop_production_2024_summary.pdf,https://www.nass.usda.gov/Publications/Todays_Reports/reports/cropan25.pdf,0e3add3bc4c95c8ea5061d8e1e75d166e5d9a4a73dcf9204784be6697e94c0c9,2024,"1,000 acres",bushels per acre,49.6,87450,13.49,267.83,628.28,1.071873,0.826612903226,592.84223757,305.76249198,-80.59413087,0.428571428571,STATE_YIELD_WITH_NATIONAL_PRICE_AND_COST,AGGREGATE_ACREAGE_NOT_MODEL_OPTIMUM
Alabama,2022,winter_wheat,180,72,empirical/goal16/raw/usda_nass/crop_production_2024_summary.pdf,https://www.nass.usda.gov/Publications/Todays_Reports/reports/cropan25.pdf,0e3add3bc4c95c8ea5061d8e1e75d166e5d9a4a73dcf9204784be6697e94c0c9,2024,"1,000 acres",bushels per acre,47,33281,8.95,184.99,401.81,1.071873,1.53191489362,690.7149612,492.42917493,260.02567107,0.214285714286,STATE_YIELD_WITH_NATIONAL_PRICE_AND_COST,AGGREGATE_ACREAGE_NOT_MODEL_OPTIMUM
Alabama,2023,corn,330,164,empirical/goal16/raw/usda_nass/crop_production_2024_summary.pdf,https://www.nass.usda.gov/Publications/Todays_Reports/reports/cropan25.pdf,0e3add3bc4c95c8ea5061d8e1e75d166e5d9a4a73dcf9204784be6697e94c0c9,2024,"1,000 acres",bushels per acre,177.3,94641,4.92,479.74,908.81,1.029495,0.924985899605,830.6789256,336.7889943,-104.93642535,0.372881355932,STATE_YIELD_WITH_NATIONAL_PRICE_AND_COST,AGGREGATE_ACREAGE_NOT_MODEL_OPTIMUM
Alabama,2023,soybeans,350,43,empirical/goal16/raw/usda_nass/crop_production_2024_summary.pdf,https://www.nass.usda.gov/Publications/Todays_Reports/reports/cropan25.pdf,0e3add3bc4c95c8ea5061d8e1e75d166e5d9a4a73dcf9204784be6697e94c0c9,2024,"1,000 acres",bushels per acre,50.6,83600,12.75,268.23,662.52,1.029495,0.849802371542,564.42063375,288.2791899,-117.64039365,0.395480225989,STATE_YIELD_WITH_NATIONAL_PRICE_AND_COST,AGGREGATE_ACREAGE_NOT_MODEL_OPTIMUM
Alabama,2023,winter_wheat,205,75,empirical/goal16/raw/usda_nass/crop_production_2024_summary.pdf,https://www.nass.usda.gov/Publications/Todays_Reports/reports/cropan25.pdf,0e3add3bc4c95c8ea5061d8e1e75d166e5d9a4a73dcf9204784be6697e94c0c9,2024,"1,000 acres",bushels per acre,50.6,36699,7.52,169.68,396.92,1.029495,1.48221343874,580.63518,405.9504684,172.0080246,0.231638418079,STATE_YIELD_WITH_NATIONAL_PRICE_AND_COST,AGGREGATE_ACREAGE_NOT_MODEL_OPTIMUM
Alabama,2024,corn,270,112,empirical/goal16/raw/usda_nass/crop_production_2024_summary.pdf,https://www.nass.usda.gov/Publications/Todays_Reports/reports/cropan25.pdf,0e3add3bc4c95c8ea5061d8e1e75d166e5d9a4a73dcf9204784be6697e94c0c9,2024,"1,000 acres",bushels per acre,179.3,90594,3.97,434.66,878.31,1,0.624651422197,444.64,9.98,-433.67,0.364864864865,STATE_YIELD_WITH_NATIONAL_PRICE_AND_COST,AGGREGATE_ACREAGE_NOT_MODEL_OPTIMUM
Alabama,2024,soybeans,360,31,empirical/goal16/raw/usda_nass/crop_production_2024_summary.pdf,https://www.nass.usda.gov/Publications/Todays_Reports/reports/cropan25.pdf,0e3add3bc4c95c8ea5061d8e1e75d166e5d9a4a73dcf9204784be6697e94c0c9,2024,"1,000 acres",bushels per acre,50.7,87050,9.92,243.56,650.83,1,0.611439842209,307.52,63.96,-343.31,0.486486486486,STATE_YIELD_WITH_NATIONAL_PRICE_AND_COST,AGGREGATE_ACREAGE_NOT_MODEL_OPTIMUM
Alabama,2024,winter_wheat,110,71,empirical/goal16/raw/usda_nass/crop_production_2024_summary.pdf,https://www.nass.usda.gov/Publications/Todays_Reports/reports/cropan25.pdf,0e3add3bc4c95c8ea5061d8e1e75d166e5d9a4a73dcf9204784be6697e94c0c9,2024,"1,000 acres",bushels per acre,51.7,33390,5.54,154.12,390.97,1,1.37330754352,393.34,239.22,2.37,0.148648648649,STATE_YIELD_WITH_NATIONAL_PRICE_AND_COST,AGGREGATE_ACREAGE_NOT_MODEL_OPTIMUM
Arkansas,2016,corn,760,171,empirical/goal16/raw/usda_nass/crop_production_2018_summary.pdf,https://www.nass.usda.gov/Publications/Todays_Reports/reports/cropan19.pdf,659b038284fe830330b7329eb0eca9ae4f6b06ff12b77a5b874adfc9818db0fd,2018,"1,000 acres",bushels per acre,174.6,94004,3.29,340.55,678.48,1.306998,0.979381443299,735.30400482,290.20583592,-151.46799822,0.186046511628,STATE_YIELD_WITH_NATIONAL_PRICE_AND_COST,AGGREGATE_ACREAGE_NOT_MODEL_OPTIMUM
Arkansas,2016,soybeans,3130,47,empirical/goal16/raw/usda_nass/crop_production_2018_summary.pdf,https://www.nass.usda.gov/Publications/Todays_Reports/reports/cropan19.pdf,659b038284fe830330b7329eb0eca9ae4f6b06ff12b77a5b874adfc9818db0fd,2018,"1,000 acres",bushels per acre,51.9,83453,9.46,160.31,443.46,1.306998,0.905587668593,581.11745076,371.59260138,1.51611768,0.766217870257,STATE_YIELD_WITH_NATIONAL_PRICE_AND_COST,AGGREGATE_ACREAGE_NOT_MODEL_OPTIMUM
Arkansas,2016,winter_wheat,195,54,empirical/goal16/raw/usda_nass/crop_production_2018_summary.pdf,https://www.nass.usda.gov/Publications/Todays_Reports/reports/cropan19.pdf,659b038284fe830330b7329eb0eca9ae4f6b06ff12b77a5b874adfc9818db0fd,2018,"1,000 acres",bushels per acre,55.3,36149,3.93,108.8,300.94,1.306998,0.976491862568,277.37111556,135.16973316,-115.95686256,0.0477356181151,STATE_YIELD_WITH_NATIONAL_PRICE_AND_COST,AGGREGATE_ACREAGE_NOT_MODEL_OPTIMUM
Arkansas,2017,corn,620,183,empirical/goal16/raw/usda_nass/crop_production_2018_summary.pdf,https://www.nass.usda.gov/Publications/Todays_Reports/reports/cropan19.pdf,659b038284fe830330b7329eb0eca9ae4f6b06ff12b77a5b874adfc9818db0fd,2018,"1,000 acres",bushels per acre,176.6,90167,3.25,326.26,666.28,1.279738,1.0362400906,761.1241755,343.59685562,-91.53965914,0.142528735632,STATE_YIELD_WITH_NATIONAL_PRICE_AND_COST,AGGREGATE_ACREAGE_NOT_MODEL_OPTIMUM
Arkansas,2017,soybeans,3530,51,empirical/goal16/raw/usda_nass/crop_production_2018_summary.pdf,https://www.nass.usda.gov/Publications/Todays_Reports/reports/cropan19.pdf,659b038284fe830330b7329eb0eca9ae4f6b06ff12b77a5b874adfc9818db0fd,2018,"1,000 acres",bushels per acre,49.3,90162,9.28,158.08,443.5,1.279738,1.03448275862,605.67440064,403.3734176,38.11059764,0.811494252874,STATE_YIELD_WITH_NATIONAL_PRICE_AND_COST,AGGREGATE_ACREAGE_NOT_MODEL_OPTIMUM
Arkansas,2017,winter_wheat,200,52,empirical/goal16/raw/usda_nass/crop_production_2018_summary.pdf,https://www.nass.usda.gov/Publications/Todays_Reports/reports/cropan19.pdf,659b038284fe830330b7329eb0eca9ae4f6b06ff12b77a5b874adfc9818db0fd,2018,"1,000 acres",bushels per acre,50.2,32726,4.8,122.89,306.76,1.279738,1.03585657371,319.4226048,162.15560198,-73.14982408,0.0459770114943,STATE_YIELD_WITH_NATIONAL_PRICE_AND_COST,AGGREGATE_ACREAGE_NOT_MODEL_OPTIMUM
Arkansas,2018,corn,660,181,empirical/goal16/raw/usda_nass/crop_production_2018_summary.pdf,https://www.nass.usda.gov/Publications/Todays_Reports/reports/cropan19.pdf,659b038284fe830330b7329eb0eca9ae4f6b06ff12b77a5b874adfc9818db0fd,2018,"1,000 acres",bushels per acre,176.4,89129,3.42,332.73,685.11,1.249225,1.02607709751,773.2952595,357.64062525,-82.56128025,0.160388821385,STATE_YIELD_WITH_NATIONAL_PRICE_AND_COST,AGGREGATE_ACREAGE_NOT_MODEL_OPTIMUM
Arkansas,2018,soybeans,3280,51,empirical/goal16/raw/usda_nass/crop_production_2018_summary.pdf,https://www.nass.usda.gov/Publications/Todays_Reports/reports/cropan19.pdf,659b038284fe830330b7329eb0eca9ae4f6b06ff12b77a5b874adfc9818db0fd,2018,"1,000 acres",bushels per acre,51.6,89196,8.61,187.16,495.86,1.249225,0.988372093023,548.54718975,314.74223875,-70.89351875,0.797083839611,STATE_YIELD_WITH_NATIONAL_PRICE_AND_COST,AGGREGATE_ACREAGE_NOT_MODEL_OPTIMUM
Arkansas,2018,winter_wheat,175,55,empirical/goal16/raw/usda_nass/crop_production_2018_summary.pdf,https://www.nass.usda.gov/Publications/Todays_Reports/reports/cropan19.pdf,659b038284fe830330b7329eb0eca9ae4f6b06ff12b77a5b874adfc9818db0fd,2018,"1,000 acres",bushels per acre,47.9,32535,5.21,128.76,322.5,1.249225,1.14822546973,357.96542375,197.11521275,-44.90963875,0.0425273390036,STATE_YIELD_WITH_NATIONAL_PRICE_AND_COST,AGGREGATE_ACREAGE_NOT_MODEL_OPTIMUM
Arkansas,2019,corn,770,175,empirical/goal16/raw/usda_nass/crop_production_2021_summary.pdf,https://www.nass.usda.gov/Publications/Todays_Reports/reports/cropan22.pdf,e54c9e6270e4c527e5496c4925111a3ea898d33009b99cf7c69cc978d2bbf080,2021,"1,000 acres",bushels per acre,167.5,89745,3.83,339.39,692.23,1.226989,1.0447761194,822.38937725,405.96158054,-26.96921822,0.218130311615,STATE_YIELD_WITH_NATIONAL_PRICE_AND_COST,AGGREGATE_ACREAGE_NOT_MODEL_OPTIMUM
Arkansas,2019,soybeans,2650,49,empirical/goal16/raw/usda_nass/crop_production_2021_summary.pdf,https://www.nass.usda.gov/Publications/Todays_Reports/reports/cropan22.pdf,e54c9e6270e4c527e5496c4925111a3ea898d33009b99cf7c69cc978d2bbf080,2021,"1,000 acres",bushels per acre,47.4,76100,8.61,187.71,497.64,1.226989,1.03375527426,517.65438921,287.33628402,-92.94441675,0.750708215297,STATE_YIELD_WITH_NATIONAL_PRICE_AND_COST,AGGREGATE_ACREAGE_NOT_MODEL_OPTIMUM
Arkansas,2019,winter_wheat,110,52,empirical/goal16/raw/usda_nass/crop_production_2021_summary.pdf,https://www.nass.usda.gov/Publications/Todays_Reports/reports/cropan22.pdf,e54c9e6270e4c527e5496c4925111a3ea898d33009b99cf7c69cc978d2bbf080,2021,"1,000 acres",bushels per acre,53.6,31474,4.64,132.23,326.57,1.226989,0.970149253731,296.04790592,133.80315045,-104.64989181,0.0311614730878,STATE_YIELD_WITH_NATIONAL_PRICE_AND_COST,AGGREGATE_ACREAGE_NOT_MODEL_OPTIMUM
Arkansas,2020,corn,620,184,empirical/goal16/raw/usda_nass/crop_production_2021_summary.pdf,https://www.nass.usda.gov/Publications/Todays_Reports/reports/cropan22.pdf,e54c9e6270e4c527e5496c4925111a3ea898d33009b99cf7c69cc978d2bbf080,2021,"1,000 acres",bushels per acre,171.4,90652,3.61,319.44,678.28,1.212037,1.07351225204,805.08345688,417.9103576,-17.01699948,0.172942817294,STATE_YIELD_WITH_NATIONAL_PRICE_AND_COST,AGGREGATE_ACREAGE_NOT_MODEL_OPTIMUM
Arkansas,2020,soybeans,2820,51.5,empirical/goal16/raw/usda_nass/crop_production_2021_summary.pdf,https://www.nass.usda.gov/Publications/Todays_Reports/reports/cropan22.pdf,e54c9e6270e4c527e5496c4925111a3ea898d33009b99cf7c69cc978d2bbf080,2021,"1,000 acres",bushels per acre,51,83354,9.67,179,491.82,1.212037,1.00980392157,603.600486185,386.645863185,7.496448845,0.786610878661,STATE_YIELD_WITH_NATIONAL_PRICE_AND_COST,AGGREGATE_ACREAGE_NOT_MODEL_OPTIMUM
Arkansas,2020,winter_wheat,145,55,empirical/goal16/raw/usda_nass/crop_production_2021_summary.pdf,https://www.nass.usda.gov/Publications/Todays_Reports/reports/cropan22.pdf,e54c9e6270e4c527e5496c4925111a3ea898d33009b99cf7c69cc978d2bbf080,2021,"1,000 acres",bushels per acre,50.9,30450,4.61,122.92,319.74,1.212037,1.08055009823,307.31198135,158.32839331,-80.22472903,0.0404463040446,STATE_YIELD_WITH_NATIONAL_PRICE_AND_COST,AGGREGATE_ACREAGE_NOT_MODEL_OPTIMUM
Arkansas,2021,corn,850,184,empirical/goal16/raw/usda_nass/crop_production_2021_summary.pdf,https://www.nass.usda.gov/Publications/Todays_Reports/reports/cropan22.pdf,e54c9e6270e4c527e5496c4925111a3ea898d33009b99cf7c69cc978d2bbf080,2021,"1,000 acres",bushels per acre,177,93357,5.07,353.33,735.19,1.157653,1.0395480226,1079.95133064,670.91779615,228.85642157,0.207317073171,STATE_YIELD_WITH_NATIONAL_PRICE_AND_COST,AGGREGATE_ACREAGE_NOT_MODEL_OPTIMUM
Arkansas,2021,soybeans,3040,51,empirical/goal16/raw/usda_nass/crop_production_2021_summary.pdf,https://www.nass.usda.gov/Publications/Todays_Reports/reports/cropan22.pdf,e54c9e6270e4c527e5496c4925111a3ea898d33009b99cf7c69cc978d2bbf080,2021,"1,000 acres",bushels per acre,51.4,87195,11.98,193.79,531.77,1.157653,0.992217898833,707.30282994,482.96125507,91.69769413,0.741463414634,STATE_YIELD_WITH_NATIONAL_PRICE_AND_COST,AGGREGATE_ACREAGE_NOT_MODEL_OPTIMUM
Arkansas,2021,winter_wheat,210,58,empirical/goal16/raw/usda_nass/crop_production_2021_summary.pdf,https://www.nass.usda.gov/Publications/Todays_Reports/reports/cropan22.pdf,e54c9e6270e4c527e5496c4925111a3ea898d33009b99cf7c69cc978d2bbf080,2021,"1,000 acres",bushels per acre,50.2,33648,6.67,137.02,353.76,1.157653,1.15537848606,447.84963958,289.22802552,38.3183143,0.0512195121951,STATE_YIELD_WITH_NATIONAL_PRICE_AND_COST,AGGREGATE_ACREAGE_NOT_MODEL_OPTIMUM
Arkansas,2022,corn,710,173,empirical/goal16/raw/usda_nass/crop_production_2024_summary.pdf,https://www.nass.usda.gov/Publications/Todays_Reports/reports/cropan25.pdf,0e3add3bc4c95c8ea5061d8e1e75d166e5d9a4a73dcf9204784be6697e94c0c9,2024,"1,000 acres",bushels per acre,173.4,88162,6.48,519.11,927.86,1.071873,0.997693194925,1201.61250792,645.19251489,207.06442614,0.172749391727,STATE_YIELD_WITH_NATIONAL_PRICE_AND_COST,AGGREGATE_ACREAGE_NOT_MODEL_OPTIMUM
Arkansas,2022,soybeans,3180,52,empirical/goal16/raw/usda_nass/crop_production_2024_summary.pdf,https://www.nass.usda.gov/Publications/Todays_Reports/reports/cropan25.pdf,0e3add3bc4c95c8ea5061d8e1e75d166e5d9a4a73dcf9204784be6697e94c0c9,2024,"1,000 acres",bushels per acre,49.6,87450,13.49,267.83,628.28,1.071873,1.04838709677,751.89747204,464.81772645,78.4611036,0.773722627737,STATE_YIELD_WITH_NATIONAL_PRICE_AND_COST,AGGREGATE_ACREAGE_NOT_MODEL_OPTIMUM
Arkansas,2022,winter_wheat,220,53,empirical/goal16/raw/usda_nass/crop_production_2024_summary.pdf,https://www.nass.usda.gov/Publications/Todays_Reports/reports/cropan25.pdf,0e3add3bc4c95c8ea5061d8e1e75d166e5d9a4a73dcf9204784be6697e94c0c9,2024,"1,000 acres",bushels per acre,47,33281,8.95,184.99,401.81,1.071873,1.12765957447,508.44295755,310.15717128,77.75366742,0.0535279805353,STATE_YIELD_WITH_NATIONAL_PRICE_AND_COST,AGGREGATE_ACREAGE_NOT_MODEL_OPTIMUM
Arkansas,2023,corn,850,183,empirical/goal16/raw/usda_nass/crop_production_2024_summary.pdf,https://www.nass.usda.gov/Publications/Todays_Reports/reports/cropan25.pdf,0e3add3bc4c95c8ea5061d8e1e75d166e5d9a4a73dcf9204784be6697e94c0c9,2024,"1,000 acres",bushels per acre,177.3,94641,4.92,479.74,908.81,1.029495,1.03214890017,926.9161182,433.0261869,-8.69923275,0.209359605911,STATE_YIELD_WITH_NATIONAL_PRICE_AND_COST,AGGREGATE_ACREAGE_NOT_MODEL_OPTIMUM
Arkansas,2023,soybeans,2980,54,empirical/goal16/raw/usda_nass/crop_production_2024_summary.pdf,https://www.nass.usda.gov/Publications/Todays_Reports/reports/cropan25.pdf,0e3add3bc4c95c8ea5061d8e1e75d166e5d9a4a73dcf9204784be6697e94c0c9,2024,"1,000 acres",bushels per acre,50.6,83600,12.75,268.23,662.52,1.029495,1.06719367589,708.8073075,432.66586365,26.7462801,0.733990147783,STATE_YIELD_WITH_NATIONAL_PRICE_AND_COST,AGGREGATE_ACREAGE_NOT_MODEL_OPTIMUM
