state,year,crop,ranking_definition,score,score_rank,planted_acres_1000,acreage_rank,observed_acreage_share,score_top,acreage_top,decision_year,lag_year,prior_score,prior_score_rank,prior_acreage_share,prior_acreage_rank,prior_score_top,prior_acreage_top,acreage_share_change,score_rank_change,acreage_rank_change,timing_status
Arkansas,2018,winter_wheat,operating_margin,197.11521275,3,175,3,0.0425273390036,False,False,2018,2017,162.15560198,3,0.0459770114943,3,False,False,-0.00344967249061,0,0,STRICTLY_LAGGED_NO_LOOKAHEAD
Arkansas,2019,corn,operating_margin,405.96158054,1,770,2,0.218130311615,True,False,2019,2018,357.64062525,1,0.160388821385,2,True,False,0.0577414902296,0,0,STRICTLY_LAGGED_NO_LOOKAHEAD
Arkansas,2019,soybeans,operating_margin,287.33628402,2,2650,1,0.750708215297,False,True,2019,2018,314.74223875,2,0.797083839611,1,False,True,-0.0463756243137,0,0,STRICTLY_LAGGED_NO_LOOKAHEAD
Arkansas,2019,winter_wheat,operating_margin,133.80315045,3,110,3,0.0311614730878,False,False,2019,2018,197.11521275,3,0.0425273390036,3,False,False,-0.0113658659158,0,0,STRICTLY_LAGGED_NO_LOOKAHEAD
Arkansas,2020,corn,operating_margin,417.9103576,1,620,2,0.172942817294,True,False,2020,2019,405.96158054,1,0.218130311615,2,True,False,-0.0451874943204,0,0,STRICTLY_LAGGED_NO_LOOKAHEAD
Arkansas,2020,soybeans,operating_margin,386.645863185,2,2820,1,0.786610878661,False,True,2020,2019,287.33628402,2,0.750708215297,1,False,True,0.0359026633636,0,0,STRICTLY_LAGGED_NO_LOOKAHEAD
Arkansas,2020,winter_wheat,operating_margin,158.32839331,3,145,3,0.0404463040446,False,False,2020,2019,133.80315045,3,0.0311614730878,3,False,False,0.00928483095681,0,0,STRICTLY_LAGGED_NO_LOOKAHEAD
Arkansas,2021,corn,operating_margin,670.91779615,1,850,2,0.207317073171,True,False,2021,2020,417.9103576,1,0.172942817294,2,True,False,0.0343742558764,0,0,STRICTLY_LAGGED_NO_LOOKAHEAD
Arkansas,2021,soybeans,operating_margin,482.96125507,2,3040,1,0.741463414634,False,True,2021,2020,386.645863185,2,0.786610878661,1,False,True,-0.0451474640269,0,0,STRICTLY_LAGGED_NO_LOOKAHEAD
Arkansas,2021,winter_wheat,operating_margin,289.22802552,3,210,3,0.0512195121951,False,False,2021,2020,158.32839331,3,0.0404463040446,3,False,False,0.0107732081505,0,0,STRICTLY_LAGGED_NO_LOOKAHEAD
Arkansas,2022,corn,operating_margin,645.19251489,1,710,2,0.172749391727,True,False,2022,2021,670.91779615,1,0.207317073171,2,True,False,-0.0345676814432,0,0,STRICTLY_LAGGED_NO_LOOKAHEAD
Arkansas,2022,soybeans,operating_margin,464.81772645,2,3180,1,0.773722627737,False,True,2022,2021,482.96125507,2,0.741463414634,1,False,True,0.0322592131031,0,0,STRICTLY_LAGGED_NO_LOOKAHEAD
Arkansas,2022,winter_wheat,operating_margin,310.15717128,3,220,3,0.0535279805353,False,False,2022,2021,289.22802552,3,0.0512195121951,3,False,False,0.00230846834016,0,0,STRICTLY_LAGGED_NO_LOOKAHEAD
Arkansas,2023,corn,operating_margin,433.0261869,1,850,2,0.209359605911,True,False,2023,2022,645.19251489,1,0.172749391727,2,True,False,0.0366102141838,0,0,STRICTLY_LAGGED_NO_LOOKAHEAD
Arkansas,2023,soybeans,operating_margin,432.66586365,2,2980,1,0.733990147783,False,True,2023,2022,464.81772645,2,0.773722627737,1,False,True,-0.039732479954,0,0,STRICTLY_LAGGED_NO_LOOKAHEAD
Arkansas,2023,winter_wheat,operating_margin,266.5980252,3,230,3,0.0566502463054,False,False,2023,2022,310.15717128,3,0.0535279805353,3,False,False,0.00312226577014,0,0,STRICTLY_LAGGED_NO_LOOKAHEAD
Arkansas,2024,corn,operating_margin,307.73,1,500,2,0.135869565217,True,False,2024,2023,433.0261869,1,0.209359605911,2,True,False,-0.0734900406939,0,0,STRICTLY_LAGGED_NO_LOOKAHEAD
Arkansas,2024,soybeans,operating_margin,302.04,2,3050,1,0.828804347826,False,True,2024,2023,432.66586365,2,0.733990147783,1,False,True,0.0948142000428,0,0,STRICTLY_LAGGED_NO_LOOKAHEAD
Arkansas,2024,winter_wheat,operating_margin,156.12,3,130,3,0.0353260869565,False,False,2024,2023,266.5980252,3,0.0566502463054,3,False,False,-0.0213241593489,0,0,STRICTLY_LAGGED_NO_LOOKAHEAD
Delaware,2017,corn,operating_margin,368.55174662,2,180,1,0.433734939759,False,True,2017,2016,285.9058125,2,0.41975308642,1,False,True,0.0139818533393,0,0,STRICTLY_LAGGED_NO_LOOKAHEAD
Delaware,2017,soybeans,operating_margin,403.3734176,1,160,2,0.385542168675,True,False,2017,2016,303.58949544,1,0.407407407407,2,True,False,-0.0218652387327,0,0,STRICTLY_LAGGED_NO_LOOKAHEAD
Delaware,2017,winter_wheat,operating_margin,291.15319238,3,75,3,0.180722891566,False,False,2017,2016,201.94426098,3,0.172839506173,3,False,False,0.00788338539343,0,0,STRICTLY_LAGGED_NO_LOOKAHEAD
Delaware,2018,corn,operating_margin,203.83604325,3,170,1.5,0.409638554217,False,True,2018,2017,368.55174662,2,0.433734939759,1,False,True,-0.0240963855422,1,0.5,STRICTLY_LAGGED_NO_LOOKAHEAD
Delaware,2018,soybeans,operating_margin,217.9397935,2,170,1.5,0.409638554217,False,True,2018,2017,403.3734176,1,0.385542168675,2,True,False,0.0240963855422,1,-0.5,STRICTLY_LAGGED_NO_LOOKAHEAD
Delaware,2018,winter_wheat,operating_margin,301.25060875,1,75,3,0.180722891566,True,False,2018,2017,291.15319238,3,0.180722891566,3,False,False,0,-2,0,STRICTLY_LAGGED_NO_LOOKAHEAD
Delaware,2019,corn,operating_margin,340.17043036,1,185,1,0.4625,True,True,2019,2018,203.83604325,3,0.409638554217,1.5,False,True,0.0528614457831,-2,-0.5,STRICTLY_LAGGED_NO_LOOKAHEAD
Delaware,2019,soybeans,operating_margin,266.20753344,2,155,2,0.3875,False,False,2019,2018,217.9397935,2,0.409638554217,1.5,False,True,-0.0221385542169,0,0.5,STRICTLY_LAGGED_NO_LOOKAHEAD
Delaware,2019,winter_wheat,operating_margin,247.66772965,3,60,3,0.15,False,False,2019,2018,301.25060875,1,0.180722891566,3,True,False,-0.0307228915663,2,0,STRICTLY_LAGGED_NO_LOOKAHEAD
Delaware,2020,corn,operating_margin,312.89947192,2,180,1,0.444444444444,False,True,2020,2019,340.17043036,1,0.4625,1,True,True,-0.0180555555556,1,0,STRICTLY_LAGGED_NO_LOOKAHEAD
Delaware,2020,soybeans,operating_margin,357.34486871,1,150,2,0.37037037037,True,False,2020,2019,266.20753344,2,0.3875,2,False,False,-0.0171296296296,-1,0,STRICTLY_LAGGED_NO_LOOKAHEAD
Delaware,2020,winter_wheat,operating_margin,258.90322357,3,75,3,0.185185185185,False,False,2020,2019,247.66772965,3,0.15,3,False,False,0.0351851851852,0,0,STRICTLY_LAGGED_NO_LOOKAHEAD
Delaware,2021,corn,operating_margin,670.91779615,1,175,1,0.448717948718,True,True,2021,2020,312.89947192,2,0.444444444444,1,False,True,0.0042735042735,-1,0,STRICTLY_LAGGED_NO_LOOKAHEAD
Delaware,2021,soybeans,operating_margin,482.96125507,2,155,2,0.397435897436,False,False,2021,2020,357.34486871,1,0.37037037037,2,True,False,0.0270655270655,1,0,STRICTLY_LAGGED_NO_LOOKAHEAD
Delaware,2021,winter_wheat,operating_margin,381.88657164,3,60,3,0.153846153846,False,False,2021,2020,258.90322357,3,0.185185185185,3,False,False,-0.031339031339,0,0,STRICTLY_LAGGED_NO_LOOKAHEAD
Delaware,2022,corn,operating_margin,624.35530377,1,160,1.5,0.4,True,True,2022,2021,670.91779615,1,0.448717948718,1,True,True,-0.0487179487179,0,0.5,STRICTLY_LAGGED_NO_LOOKAHEAD
Delaware,2022,soybeans,operating_margin,334.68162552,3,160,1.5,0.4,False,True,2022,2021,482.96125507,2,0.397435897436,2,False,False,0.0025641025641,1,-0.5,STRICTLY_LAGGED_NO_LOOKAHEAD
Delaware,2022,winter_wheat,operating_margin,530.80222833,2,80,3,0.2,False,False,2022,2021,381.88657164,3,0.153846153846,3,False,False,0.0461538461538,-1,0,STRICTLY_LAGGED_NO_LOOKAHEAD
Delaware,2023,corn,operating_margin,463.4168793,2,175,1,0.432098765432,False,True,2023,2022,624.35530377,1,0.4,1.5,True,True,0.0320987654321,1,-0.5,STRICTLY_LAGGED_NO_LOOKAHEAD
Delaware,2023,soybeans,operating_margin,327.65737365,3,150,2,0.37037037037,False,False,2023,2022,334.68162552,3,0.4,1.5,False,True,-0.0296296296296,0,0.5,STRICTLY_LAGGED_NO_LOOKAHEAD
Delaware,2023,winter_wheat,operating_margin,537.5611092,1,80,3,0.197530864198,True,False,2023,2022,530.80222833,2,0.2,3,False,False,-0.00246913580247,-1,0,STRICTLY_LAGGED_NO_LOOKAHEAD
Delaware,2024,corn,operating_margin,244.21,2,165,1,0.423076923077,False,True,2024,2023,463.4168793,2,0.432098765432,1,False,True,-0.00902184235518,0,0,STRICTLY_LAGGED_NO_LOOKAHEAD
Delaware,2024,soybeans,operating_margin,202.84,3,155,2,0.397435897436,False,False,2024,2023,327.65737365,3,0.37037037037,2,False,False,0.0270655270655,0,0,STRICTLY_LAGGED_NO_LOOKAHEAD
Delaware,2024,winter_wheat,operating_margin,244.76,1,70,3,0.179487179487,True,False,2024,2023,537.5611092,1,0.197530864198,3,True,False,-0.0180436847104,0,0,STRICTLY_LAGGED_NO_LOOKAHEAD
Florida,2017,corn,operating_margin,252.09558862,1,75,1,0.681818181818,True,True,2017,2016,178.405227,2,0.601503759398,1,False,True,0.0803144224197,-1,0,STRICTLY_LAGGED_NO_LOOKAHEAD
Florida,2017,soybeans,operating_margin,201.48195072,2,15,3,0.136363636364,False,False,2017,2016,235.5863895,1,0.233082706767,2,True,False,-0.0967190704033,1,1,STRICTLY_LAGGED_NO_LOOKAHEAD
Florida,2017,winter_wheat,operating_margin,70.01446598,3,20,2,0.181818181818,False,False,2017,2016,11.8936818,3,0.165413533835,3,False,False,0.0164046479836,0,-1,STRICTLY_LAGGED_NO_LOOKAHEAD
Florida,2018,corn,operating_margin,255.10423725,1,100,1,0.751879699248,True,True,2018,2017,252.09558862,1,0.681818181818,1,True,True,0.0700615174299,0,0,STRICTLY_LAGGED_NO_LOOKAHEAD
Florida,2018,soybeans,operating_margin,174.9164845,2,18,2,0.135338345865,False,False,2018,2017,201.48195072,2,0.136363636364,3,False,False,-0.00102529049897,0,-1,STRICTLY_LAGGED_NO_LOOKAHEAD
Florida,2018,winter_wheat,operating_margin,73.45443,3,15,3,0.112781954887,False,False,2018,2017,70.01446598,3,0.181818181818,2,False,False,-0.069036226931,0,1,STRICTLY_LAGGED_NO_LOOKAHEAD
Georgia,2017,corn,operating_margin,314.48281612,1,290,1,0.479338842975,True,True,2017,2016,264.4056954,1,0.482352941176,1,True,True,-0.00301409820126,0,0,STRICTLY_LAGGED_NO_LOOKAHEAD
Georgia,2017,soybeans,operating_margin,296.48969984,2,155,3,0.256198347107,False,False,2017,2016,161.40118302,2,0.305882352941,2,False,False,-0.0496840058337,0,1,STRICTLY_LAGGED_NO_LOOKAHEAD
Georgia,2017,winter_wheat,operating_margin,131.44188998,3,160,2,0.264462809917,False,False,2017,2016,94.07771604,3,0.211764705882,3,False,False,0.052698104035,0,-1,STRICTLY_LAGGED_NO_LOOKAHEAD
Georgia,2018,corn,operating_margin,336.27887775,1,325,1,0.485074626866,True,True,2018,2017,314.48281612,1,0.479338842975,1,True,True,0.00573578389047,0,0,STRICTLY_LAGGED_NO_LOOKAHEAD
Georgia,2018,soybeans,operating_margin,196.428139,2,145,3,0.216417910448,False,False,2018,2017,296.48969984,2,0.256198347107,3,False,False,-0.0397804366597,0,0,STRICTLY_LAGGED_NO_LOOKAHEAD
Georgia,2018,winter_wheat,operating_margin,190.6067505,3,200,2,0.298507462687,False,False,2018,2017,131.44188998,3,0.264462809917,2,False,False,0.0340446527692,0,0,STRICTLY_LAGGED_NO_LOOKAHEAD
Georgia,2019,corn,operating_margin,335.47106249,1,395,1,0.612403100775,True,True,2019,2018,336.27887775,1,0.485074626866,1,True,True,0.12732847391,0,0,STRICTLY_LAGGED_NO_LOOKAHEAD
Georgia,2019,soybeans,operating_margin,76.04877822,3,100,3,0.15503875969,False,False,2019,2018,196.428139,2,0.216417910448,3,False,False,-0.0613791507578,1,0,STRICTLY_LAGGED_NO_LOOKAHEAD
Georgia,2019,winter_wheat,operating_margin,156.57606629,2,150,2,0.232558139535,False,False,2019,2018,190.6067505,3,0.298507462687,2,False,False,-0.0659493231517,-1,0,STRICTLY_LAGGED_NO_LOOKAHEAD
Georgia,2020,corn,operating_margin,400.40854332,1,420,1,0.591549295775,True,True,2020,2019,335.47106249,1,0.612403100775,1,True,True,-0.0208538050005,0,0,STRICTLY_LAGGED_NO_LOOKAHEAD
Georgia,2020,soybeans,operating_margin,263.58168639,2,100,3,0.140845070423,False,False,2020,2019,76.04877822,3,0.15503875969,3,False,False,-0.0141936892674,-1,0,STRICTLY_LAGGED_NO_LOOKAHEAD
Georgia,2020,winter_wheat,operating_margin,158.32839331,3,190,2,0.267605633803,False,False,2020,2019,156.57606629,2,0.232558139535,2,False,False,0.0350474942679,1,0,STRICTLY_LAGGED_NO_LOOKAHEAD
Georgia,2021,corn,operating_margin,659.17919473,1,480,1,0.571428571429,True,True,2021,2020,400.40854332,1,0.591549295775,1,True,True,-0.0201207243461,0,0,STRICTLY_LAGGED_NO_LOOKAHEAD
Georgia,2021,soybeans,operating_margin,413.61784037,2,140,3,0.166666666667,False,False,2021,2020,263.58168639,2,0.140845070423,3,False,False,0.0258215962441,0,0,STRICTLY_LAGGED_NO_LOOKAHEAD
Georgia,2021,winter_wheat,operating_margin,273.7849345,3,220,2,0.261904761905,False,False,2021,2020,158.32839331,3,0.267605633803,2,False,False,-0.00570087189805,0,0,STRICTLY_LAGGED_NO_LOOKAHEAD
Georgia,2022,corn,operating_margin,659.08398897,1,415,1,0.532051282051,True,True,2022,2021,659.17919473,1,0.571428571429,1,True,True,-0.0393772893773,0,0,STRICTLY_LAGGED_NO_LOOKAHEAD
Georgia,2022,soybeans,operating_margin,305.76249198,3,165,3,0.211538461538,False,False,2022,2021,413.61784037,2,0.166666666667,3,False,False,0.0448717948718,1,0,STRICTLY_LAGGED_NO_LOOKAHEAD
Georgia,2022,winter_wheat,operating_margin,358.12348803,2,200,2,0.25641025641,False,False,2022,2021,273.7849345,3,0.261904761905,2,False,False,-0.00549450549451,-1,0,STRICTLY_LAGGED_NO_LOOKAHEAD
Georgia,2023,corn,operating_margin,387.4401483,1,485,1,0.577380952381,True,True,2023,2022,659.08398897,1,0.532051282051,1,True,True,0.0453296703297,0,0,STRICTLY_LAGGED_NO_LOOKAHEAD
Georgia,2023,soybeans,operating_margin,288.2791899,2,160,3,0.190476190476,False,False,2023,2022,305.76249198,3,0.211538461538,3,False,False,-0.0210622710623,-1,0,STRICTLY_LAGGED_NO_LOOKAHEAD
Georgia,2023,winter_wheat,operating_margin,251.1144204,3,195,2,0.232142857143,False,False,2023,2022,358.12348803,2,0.25641025641,2,False,False,-0.0242673992674,1,0,STRICTLY_LAGGED_NO_LOOKAHEAD
Georgia,2024,corn,operating_margin,212.45,2,375,1,0.54347826087,False,True,2024,2023,387.4401483,1,0.577380952381,1,True,True,-0.0339026915114,1,0,STRICTLY_LAGGED_NO_LOOKAHEAD
Georgia,2024,soybeans,operating_margin,222.68,1,170,2,0.246376811594,True,False,2024,2023,288.2791899,2,0.190476190476,3,False,False,0.055900621118,-1,-1,STRICTLY_LAGGED_NO_LOOKAHEAD
Georgia,2024,winter_wheat,operating_margin,172.74,3,145,3,0.210144927536,False,False,2024,2023,251.1144204,3,0.232142857143,2,False,False,-0.0219979296066,0,1,STRICTLY_LAGGED_NO_LOOKAHEAD
Illinois,2017,corn,operating_margin,418.46152862,2,11200,1,0.502242152466,False,True,2017,2016,402.00644484,2,0.522052205221,1,False,True,-0.0198100527542,0,0,STRICTLY_LAGGED_NO_LOOKAHEAD
Illinois,2017,soybeans,operating_margin,486.50519808,1,10600,2,0.47533632287,True,False,2017,2016,519.96301434,1,0.454545454545,2,True,False,0.0207908683245,0,0,STRICTLY_LAGGED_NO_LOOKAHEAD
Illinois,2017,winter_wheat,operating_margin,309.58141958,3,500,3,0.0224215246637,False,False,2017,2016,237.89977596,3,0.023402340234,3,False,False,-0.000980815570346,0,0,STRICTLY_LAGGED_NO_LOOKAHEAD
Illinois,2018,corn,operating_margin,481.53876075,1,11000,1,0.491071428571,True,True,2018,2017,418.46152862,2,0.502242152466,1,False,True,-0.0111707238949,-1,0,STRICTLY_LAGGED_NO_LOOKAHEAD
Illinois,2018,soybeans,operating_margin,465.32382025,2,10800,2,0.482142857143,False,False,2018,2017,486.50519808,1,0.47533632287,2,True,False,0.0068065342729,1,0,STRICTLY_LAGGED_NO_LOOKAHEAD
Illinois,2018,winter_wheat,operating_margin,268.7082975,3,600,3,0.0267857142857,False,False,2018,2017,309.58141958,3,0.0224215246637,3,False,False,0.00436418962204,0,0,STRICTLY_LAGGED_NO_LOOKAHEAD
Illinois,2019,corn,operating_margin,434.15778776,1,10500,1,0.497630331754,True,True,2019,2018,481.53876075,1,0.491071428571,1,True,True,0.00655890318213,0,0,STRICTLY_LAGGED_NO_LOOKAHEAD
Illinois,2019,soybeans,operating_margin,340.15816047,2,9950,2,0.471563981043,False,False,2019,2018,465.32382025,2,0.482142857143,2,False,False,-0.0105788761002,0,0,STRICTLY_LAGGED_NO_LOOKAHEAD
Illinois,2019,winter_wheat,operating_margin,219.20158485,3,650,3,0.0308056872038,False,False,2019,2018,268.7082975,3,0.0267857142857,3,False,False,0.00401997291808,0,0,STRICTLY_LAGGED_NO_LOOKAHEAD
Illinois,2020,corn,operating_margin,448.53853259,2,11300,1,0.509697789806,False,True,2020,2019,434.15778776,1,0.497630331754,1,True,True,0.0120674580525,1,0,STRICTLY_LAGGED_NO_LOOKAHEAD
Illinois,2020,soybeans,operating_margin,486.2692444,1,10300,2,0.464591790708,True,False,2020,2019,340.15816047,2,0.471563981043,2,False,False,-0.00697219033449,-1,0,STRICTLY_LAGGED_NO_LOOKAHEAD
Illinois,2020,winter_wheat,operating_margin,230.96577072,3,570,3,0.0257104194858,False,False,2020,2019,219.20158485,3,0.0308056872038,3,False,False,-0.005095267718,0,0,STRICTLY_LAGGED_NO_LOOKAHEAD
Illinois,2021,corn,operating_margin,776.56520893,1,11000,1,0.493938033229,True,True,2021,2020,448.53853259,2,0.509697789806,1,False,True,-0.0157597565775,-1,0,STRICTLY_LAGGED_NO_LOOKAHEAD
Illinois,2021,soybeans,operating_margin,663.25413329,2,10600,2,0.475976650202,False,False,2021,2020,486.2692444,1,0.464591790708,2,True,False,0.0113848594939,1,0,STRICTLY_LAGGED_NO_LOOKAHEAD
Illinois,2021,winter_wheat,operating_margin,451.38048123,3,670,3,0.0300853165694,False,False,2021,2020,230.96577072,3,0.0257104194858,3,False,False,0.00437489708358,0,0,STRICTLY_LAGGED_NO_LOOKAHEAD
Illinois,2022,corn,operating_margin,929.96773353,1,10800,1.5,0.485393258427,True,True,2022,2021,776.56520893,1,0.493938033229,1,True,True,-0.00854477480159,0,0.5,STRICTLY_LAGGED_NO_LOOKAHEAD
Illinois,2022,soybeans,operating_margin,623.87296092,2,10800,1.5,0.485393258427,False,True,2022,2021,663.25413329,2,0.475976650202,2,False,False,0.0094166082249,0,-0.5,STRICTLY_LAGGED_NO_LOOKAHEAD
Illinois,2022,winter_wheat,operating_margin,559.58201838,3,650,3,0.0292134831461,False,False,2022,2021,451.38048123,3,0.0300853165694,3,False,False,-0.000871833423308,0,0,STRICTLY_LAGGED_NO_LOOKAHEAD
Illinois,2023,corn,operating_margin,549.5238411,2,11200,1,0.500223313979,False,True,2023,2022,929.96773353,1,0.485393258427,1.5,True,True,0.0148300555525,1,-0.5,STRICTLY_LAGGED_NO_LOOKAHEAD
Illinois,2023,soybeans,operating_margin,550.8004149,1,10350,2,0.462259937472,True,False,2023,2022,623.87296092,2,0.485393258427,1.5,False,True,-0.0231333209549,-1,0.5,STRICTLY_LAGGED_NO_LOOKAHEAD
Illinois,2023,winter_wheat,operating_margin,498.8520972,3,840,3,0.0375167485485,False,False,2023,2022,559.58201838,3,0.0292134831461,3,False,False,0.00830326540239,0,0,STRICTLY_LAGGED_NO_LOOKAHEAD
Illinois,2024,corn,operating_margin,426.83,1,10800,1.5,0.482789450156,True,True,2024,2023,549.5238411,2,0.500223313979,1,False,True,-0.017433863823,-1,0.5,STRICTLY_LAGGED_NO_LOOKAHEAD
Illinois,2024,soybeans,operating_margin,391.32,2,10800,1.5,0.482789450156,False,True,2024,2023,550.8004149,1,0.462259937472,2,True,False,0.0205295126844,1,-0.5,STRICTLY_LAGGED_NO_LOOKAHEAD
Illinois,2024,winter_wheat,operating_margin,322.32,3,770,3,0.0344210996871,False,False,2024,2023,498.8520972,3,0.0375167485485,3,False,False,-0.00309564886138,0,0,STRICTLY_LAGGED_NO_LOOKAHEAD
