state,year,crop,ranking_definition,score,score_rank,planted_acres_1000,acreage_rank,observed_acreage_share,score_top,acreage_top
Arkansas,2022,winter_wheat,relative_yield,1.12765957447,1,220,3,0.0535279805353,True,False
Arkansas,2023,corn,relative_yield,1.03214890017,3,850,2,0.209359605911,False,False
Arkansas,2023,soybeans,relative_yield,1.06719367589,2,2980,1,0.733990147783,False,True
Arkansas,2023,winter_wheat,relative_yield,1.12648221344,1,230,3,0.0566502463054,True,False
Arkansas,2024,corn,relative_yield,1.04294478528,3,500,2,0.135869565217,False,False
Arkansas,2024,soybeans,relative_yield,1.08481262327,1,3050,1,0.828804347826,True,True
Arkansas,2024,winter_wheat,relative_yield,1.083172147,2,130,3,0.0353260869565,False,False
Delaware,2016,corn,relative_yield,0.973654066438,2,170,1,0.41975308642,False,True
Delaware,2016,soybeans,relative_yield,0.799614643545,3,165,2,0.407407407407,False,False
Delaware,2016,winter_wheat,relative_yield,1.21157323689,1,70,3,0.172839506173,True,False
Delaware,2017,corn,relative_yield,1.07021517554,2,180,1,0.433734939759,False,True
Delaware,2017,soybeans,relative_yield,1.03448275862,3,160,2,0.385542168675,False,False
Delaware,2017,winter_wheat,relative_yield,1.45418326693,1,75,3,0.180722891566,True,False
Delaware,2018,corn,relative_yield,0.821995464853,2,170,1.5,0.409638554217,False,True
Delaware,2018,soybeans,relative_yield,0.813953488372,3,170,1.5,0.409638554217,False,True
Delaware,2018,winter_wheat,relative_yield,1.48225469729,1,75,3,0.180722891566,True,False
Delaware,2019,corn,relative_yield,0.961194029851,3,185,1,0.4625,False,True
Delaware,2019,soybeans,relative_yield,0.991561181435,2,155,2,0.3875,False,False
Delaware,2019,winter_wheat,relative_yield,1.34328358209,1,60,3,0.15,True,False
Delaware,2020,corn,relative_yield,0.933488914819,3,180,1,0.444444444444,False,True
Delaware,2020,soybeans,relative_yield,0.960784313725,2,150,2,0.37037037037,False,False
Delaware,2020,winter_wheat,relative_yield,1.43418467583,1,75,3,0.185185185185,True,False
Delaware,2021,corn,relative_yield,1.0395480226,2,175,1,0.448717948718,False,True
Delaware,2021,soybeans,relative_yield,0.992217898833,3,155,2,0.397435897436,False,False
Delaware,2021,winter_wheat,relative_yield,1.39442231076,1,60,3,0.153846153846,True,False
Delaware,2022,corn,relative_yield,0.980392156863,2,160,1.5,0.4,False,True
Delaware,2022,soybeans,relative_yield,0.866935483871,3,160,1.5,0.4,False,True
Delaware,2022,winter_wheat,relative_yield,1.6170212766,1,80,3,0.2,True,False
Delaware,2023,corn,relative_yield,1.06598984772,2,175,1,0.432098765432,False,True
Delaware,2023,soybeans,relative_yield,0.909090909091,3,150,2,0.37037037037,False,False
Delaware,2023,winter_wheat,relative_yield,1.81818181818,1,80,3,0.197530864198,True,False
Delaware,2024,corn,relative_yield,0.953708867819,2,165,1,0.423076923077,False,True
Delaware,2024,soybeans,relative_yield,0.887573964497,3,155,2,0.397435897436,False,False
Delaware,2024,winter_wheat,relative_yield,1.39264990329,1,70,3,0.179487179487,True,False
Florida,2016,corn,relative_yield,0.830469644903,1,80,1,0.601503759398,True,True
Florida,2016,soybeans,relative_yield,0.693641618497,2,31,2,0.233082706767,False,False
Florida,2016,winter_wheat,relative_yield,0.542495479204,3,22,3,0.165413533835,False,False
Florida,2017,corn,relative_yield,0.911664779162,1,75,1,0.681818181818,True,True
Florida,2017,soybeans,relative_yield,0.689655172414,3,15,3,0.136363636364,False,False
Florida,2017,winter_wheat,relative_yield,0.737051792829,2,20,2,0.181818181818,False,False
Florida,2018,corn,relative_yield,0.890022675737,1,100,1,0.751879699248,True,True
Florida,2018,soybeans,relative_yield,0.736434108527,3,18,2,0.135338345865,False,False
Florida,2018,winter_wheat,relative_yield,0.751565762004,2,15,3,0.112781954887,False,False
Georgia,2016,corn,relative_yield,0.945017182131,1,410,1,0.482352941176,True,True
Georgia,2016,soybeans,relative_yield,0.578034682081,3,260,2,0.305882352941,False,False
Georgia,2016,winter_wheat,relative_yield,0.831826401447,2,180,3,0.211764705882,False,False
Georgia,2017,corn,relative_yield,0.996602491506,1,290,1,0.479338842975,True,True
Georgia,2017,soybeans,relative_yield,0.851926977688,3,155,3,0.256198347107,False,False
Georgia,2017,winter_wheat,relative_yield,0.93625498008,2,160,2,0.264462809917,False,False
Georgia,2018,corn,relative_yield,0.997732426304,2,325,1,0.485074626866,False,True
Georgia,2018,soybeans,relative_yield,0.77519379845,3,145,3,0.216417910448,False,False
Georgia,2018,winter_wheat,relative_yield,1.12734864301,1,200,2,0.298507462687,True,False
Georgia,2019,corn,relative_yield,0.955223880597,2,395,1,0.612403100775,False,True
Georgia,2019,soybeans,relative_yield,0.611814345992,3,100,3,0.15503875969,False,False
Georgia,2019,winter_wheat,relative_yield,1.0447761194,1,150,2,0.232558139535,True,False
Georgia,2020,corn,relative_yield,1.05017502917,2,420,1,0.591549295775,False,True
Georgia,2020,soybeans,relative_yield,0.803921568627,3,100,3,0.140845070423,False,False
Georgia,2020,winter_wheat,relative_yield,1.08055009823,1,190,2,0.267605633803,True,False
Georgia,2021,corn,relative_yield,1.02824858757,2,480,1,0.571428571429,False,True
Georgia,2021,soybeans,relative_yield,0.894941634241,3,140,3,0.166666666667,False,False
Georgia,2021,winter_wheat,relative_yield,1.11553784861,1,220,2,0.261904761905,True,False
Georgia,2022,corn,relative_yield,1.0092272203,2,415,1,0.532051282051,False,True
Georgia,2022,soybeans,relative_yield,0.826612903226,3,165,3,0.211538461538,False,False
Georgia,2022,winter_wheat,relative_yield,1.23404255319,1,200,2,0.25641025641,True,False
Georgia,2023,corn,relative_yield,0.981387478849,2,485,1,0.577380952381,False,True
Georgia,2023,soybeans,relative_yield,0.849802371542,3,160,3,0.190476190476,False,False
Georgia,2023,winter_wheat,relative_yield,1.08695652174,1,195,2,0.232142857143,True,False
Georgia,2024,corn,relative_yield,0.909090909091,3,375,1,0.54347826087,False,True
Georgia,2024,soybeans,relative_yield,0.927021696252,2,170,2,0.246376811594,False,False
Georgia,2024,winter_wheat,relative_yield,1.14119922631,1,145,3,0.210144927536,True,False
Illinois,2016,corn,relative_yield,1.1282932417,3,11600,1,0.522052205221,False,True
Illinois,2016,soybeans,relative_yield,1.13680154143,2,10100,2,0.454545454545,False,False
Illinois,2016,winter_wheat,relative_yield,1.33815551537,1,520,3,0.023402340234,True,False
Illinois,2017,corn,relative_yield,1.13816534541,3,11200,1,0.502242152466,False,True
Illinois,2017,soybeans,relative_yield,1.17647058824,2,10600,2,0.47533632287,False,False
Illinois,2017,winter_wheat,relative_yield,1.51394422311,1,500,3,0.0224215246637,True,False
Illinois,2018,corn,relative_yield,1.19047619048,3,11000,1,0.491071428571,False,True
Illinois,2018,soybeans,relative_yield,1.25968992248,2,10800,2,0.482142857143,False,False
Illinois,2018,winter_wheat,relative_yield,1.37787056367,1,600,3,0.0267857142857,True,False
Illinois,2019,corn,relative_yield,1.08059701493,3,10500,1,0.497630331754,False,True
Illinois,2019,soybeans,relative_yield,1.13924050633,2,9950,2,0.471563981043,False,False
Illinois,2019,winter_wheat,relative_yield,1.25,1,650,3,0.0308056872038,True,False
Illinois,2020,corn,relative_yield,1.11435239207,3,11300,1,0.509697789806,False,True
Illinois,2020,soybeans,relative_yield,1.17647058824,2,10300,2,0.464591790708,False,False
Illinois,2020,winter_wheat,relative_yield,1.33595284872,1,570,3,0.0257104194858,True,False
Illinois,2021,corn,relative_yield,1.14124293785,3,11000,1,0.493938033229,False,True
Illinois,2021,soybeans,relative_yield,1.24513618677,2,10600,2,0.475976650202,False,False
Illinois,2021,winter_wheat,relative_yield,1.57370517928,1,670,3,0.0300853165694,True,False
Illinois,2022,corn,relative_yield,1.23414071511,3,10800,1.5,0.485393258427,False,True
Illinois,2022,soybeans,relative_yield,1.27016129032,2,10800,1.5,0.485393258427,False,True
Illinois,2022,winter_wheat,relative_yield,1.68085106383,1,650,3,0.0292134831461,True,False
Illinois,2023,corn,relative_yield,1.16187253243,3,11200,1,0.500223313979,False,True
Illinois,2023,soybeans,relative_yield,1.24505928854,2,10350,2,0.462259937472,False,False
Illinois,2023,winter_wheat,relative_yield,1.71936758893,1,840,3,0.0375167485485,True,False
Illinois,2024,corn,relative_yield,1.21026213051,3,10800,1.5,0.482789450156,False,True
Illinois,2024,soybeans,relative_yield,1.26232741617,2,10800,1.5,0.482789450156,False,True
Illinois,2024,winter_wheat,relative_yield,1.66344294004,1,770,3,0.0344210996871,True,False
Indiana,2016,corn,relative_yield,0.990836197022,3,5600,2,0.483592400691,False,False
Indiana,2016,soybeans,relative_yield,1.10789980732,2,5650,1,0.487910189983,False,True
Indiana,2016,winter_wheat,relative_yield,1.46473779385,1,330,3,0.0284974093264,True,False
Indiana,2017,corn,relative_yield,1.01925254813,3,5350,2,0.461604831752,False,False
Indiana,2017,soybeans,relative_yield,1.0953346856,2,5950,1,0.513373597929,False,True
Indiana,2017,winter_wheat,relative_yield,1.47410358566,1,290,3,0.0250215703192,True,False
Indiana,2018,corn,relative_yield,1.07142857143,3,5350,2,0.460809646856,False,False
Indiana,2018,soybeans,relative_yield,1.13372093023,2,5950,1,0.512489233419,False,True
Indiana,2018,winter_wheat,relative_yield,1.48225469729,1,310,3,0.0267011197244,True,False
Indiana,2019,corn,relative_yield,1.00895522388,3,5000,2,0.465983224604,False,False
Indiana,2019,soybeans,relative_yield,1.07594936709,2,5400,1,0.503261882572,False,True
Indiana,2019,winter_wheat,relative_yield,1.15671641791,1,330,3,0.0307548928239,True,False
Indiana,2020,corn,relative_yield,1.09101516919,3,5400,2,0.471615720524,False,False
Indiana,2020,soybeans,relative_yield,1.1568627451,2,5750,1,0.502183406114,False,True
Indiana,2020,winter_wheat,relative_yield,1.37524557957,1,300,3,0.0262008733624,True,False
Indiana,2021,corn,relative_yield,1.10169491525,3,5400,2,0.474100087796,False,False
Indiana,2021,soybeans,relative_yield,1.15758754864,2,5650,1,0.496049165935,False,True
Indiana,2021,winter_wheat,relative_yield,1.69322709163,1,340,3,0.0298507462687,True,False
Indiana,2022,corn,relative_yield,1.09573241061,3,5250,2,0.460930640913,False,False
Indiana,2022,soybeans,relative_yield,1.15927419355,2,5850,1,0.513608428446,False,True
Indiana,2022,winter_wheat,relative_yield,1.72340425532,1,290,3,0.0254609306409,True,False
Indiana,2023,corn,relative_yield,1.14495205866,3,5450,2,0.479964773228,False,False
Indiana,2023,soybeans,relative_yield,1.20553359684,2,5500,1,0.484368119771,False,True
Indiana,2023,winter_wheat,relative_yield,1.81818181818,1,405,3,0.0356671070013,True,False
Indiana,2024,corn,relative_yield,1.10429447853,3,5200,2,0.459770114943,False,False
Indiana,2024,soybeans,relative_yield,1.16370808679,2,5800,1,0.512820512821,False,True
Indiana,2024,winter_wheat,relative_yield,1.72147001934,1,310,3,0.027409372237,True,False
Iowa,2016,corn,relative_yield,1.16265750286,1,13900,1,0.593383137673,True,True
Iowa,2016,soybeans,relative_yield,1.15606936416,2,9500,2,0.405549626467,False,False
Iowa,2016,winter_wheat,relative_yield,1.13924050633,3,25,3,0.00106723585912,False,False
Iowa,2017,corn,relative_yield,1.14382785957,3,13300,1,0.570423743352,False,True
Iowa,2017,soybeans,relative_yield,1.15618661258,2,10000,2,0.428890032596,False,False
Iowa,2017,winter_wheat,relative_yield,1.35458167331,1,16,3,0.000686224052153,True,False
Iowa,2018,corn,relative_yield,1.11111111111,2,13200,1,0.568573397657,False,True
Iowa,2018,soybeans,relative_yield,1.10465116279,3,10000,2,0.430737422467,False,False
Iowa,2018,winter_wheat,relative_yield,1.2108559499,1,16,3,0.000689179875948,True,False
Kansas,2016,corn,relative_yield,0.813287514318,3,5100,2,0.28895184136,False,False
Kansas,2016,soybeans,relative_yield,0.924855491329,2,4050,3,0.229461756374,False,False
Kansas,2016,winter_wheat,relative_yield,1.03074141049,1,8500,1,0.481586402266,True,True
Kansas,2017,corn,relative_yield,0.74745186863,3,5500,2,0.301369863014,False,False
Kansas,2017,soybeans,relative_yield,0.760649087221,2,5150,3,0.282191780822,False,False
Kansas,2017,winter_wheat,relative_yield,0.956175298805,1,7600,1,0.416438356164,True,True
Kansas,2018,corn,relative_yield,0.731292517007,3,5450,2,0.304469273743,False,False
Kansas,2018,soybeans,relative_yield,0.843023255814,1,4750,3,0.265363128492,True,False
Kansas,2018,winter_wheat,relative_yield,0.793319415449,2,7700,1,0.430167597765,False,True
Kansas,2019,corn,relative_yield,0.794029850746,3,6400,2,0.354570637119,False,False
Kansas,2019,soybeans,relative_yield,0.87552742616,2,4550,3,0.252077562327,False,False
Kansas,2019,winter_wheat,relative_yield,0.970149253731,1,7100,1,0.393351800554,True,True
Kansas,2020,corn,relative_yield,0.781796966161,3,6100,2,0.348571428571,False,False
Kansas,2020,soybeans,relative_yield,0.803921568627,2,4800,3,0.274285714286,False,False
Kansas,2020,winter_wheat,relative_yield,0.884086444008,1,6600,1,0.377142857143,True,True
Kansas,2021,corn,relative_yield,0.785310734463,2,5700,2,0.319327731092,False,False
Kansas,2021,soybeans,relative_yield,0.768482490272,3,4850,3,0.271708683473,False,False
Kansas,2021,winter_wheat,relative_yield,1.03585657371,1,7300,1,0.408963585434,True,True
Kansas,2022,corn,relative_yield,0.663206459054,2,5500,2,0.3081232493,False,False
Kansas,2022,soybeans,relative_yield,0.554435483871,3,5050,3,0.282913165266,False,False
Kansas,2022,winter_wheat,relative_yield,0.787234042553,1,7300,1,0.408963585434,True,True
Kansas,2023,corn,relative_yield,0.671178793006,2,5750,2,0.314551422319,False,False
Kansas,2023,soybeans,relative_yield,0.513833992095,3,4430,3,0.242341356674,False,False
Kansas,2023,winter_wheat,relative_yield,0.691699604743,1,8100,1,0.443107221007,True,True
Kansas,2024,corn,relative_yield,0.719464584495,2,6300,2,0.341833966359,False,False
Kansas,2024,soybeans,relative_yield,0.69033530572,3,4530,3,0.24579489962,False,False
Kansas,2024,winter_wheat,relative_yield,0.831721470019,1,7600,1,0.412371134021,True,True
Kentucky,2016,corn,relative_yield,0.910652920962,3,1500,2,0.394736842105,False,False
Kentucky,2016,soybeans,relative_yield,0.963391136802,2,1790,1,0.471052631579,False,True
Kentucky,2016,winter_wheat,relative_yield,1.44665461121,1,510,3,0.134210526316,True,False
Kentucky,2017,corn,relative_yield,1.00792751982,3,1320,2,0.352,False,False
Kentucky,2017,soybeans,relative_yield,1.07505070994,2,1950,1,0.52,False,True
Kentucky,2017,winter_wheat,relative_yield,1.53386454183,1,480,3,0.128,True,False
Kentucky,2018,corn,relative_yield,0.992063492063,3,1340,2,0.353562005277,False,False
Kentucky,2018,soybeans,relative_yield,1.00775193798,2,2000,1,0.527704485488,False,True
Kentucky,2018,winter_wheat,relative_yield,1.37787056367,1,450,3,0.118733509235,True,False
Kentucky,2019,corn,relative_yield,1.00895522388,2,1550,2,0.417789757412,False,False
Kentucky,2019,soybeans,relative_yield,0.970464135021,3,1700,1,0.458221024259,False,True
Kentucky,2019,winter_wheat,relative_yield,1.41791044776,1,460,3,0.123989218329,True,False
Kentucky,2020,corn,relative_yield,1.07351225204,3,1470,2,0.383812010444,False,False
Kentucky,2020,soybeans,relative_yield,1.07843137255,2,1850,1,0.483028720627,False,True
Kentucky,2020,winter_wheat,relative_yield,1.23772102161,1,510,3,0.13315926893,True,False
Kentucky,2021,corn,relative_yield,1.08474576271,3,1550,2,0.39641943734,False,False
Kentucky,2021,soybeans,relative_yield,1.08949416342,2,1850,1,0.473145780051,False,True
Kentucky,2021,winter_wheat,relative_yield,1.73306772908,1,510,3,0.130434782609,True,False
Kentucky,2022,corn,relative_yield,0.899653979239,3,1420,2,0.364102564103,False,False
Kentucky,2022,soybeans,relative_yield,1.02822580645,2,1950,1,0.5,False,True
Kentucky,2022,winter_wheat,relative_yield,1.70212765957,1,530,3,0.135897435897,True,False
Kentucky,2023,corn,relative_yield,1.05470953187,3,1600,2,0.39603960396,False,False
Kentucky,2023,soybeans,relative_yield,1.08695652174,2,1830,1,0.45297029703,False,True
Kentucky,2023,winter_wheat,relative_yield,1.73913043478,1,610,3,0.15099009901,True,False
Kentucky,2024,corn,relative_yield,0.992749581707,2,1370,2,0.344221105528,False,False
Kentucky,2024,soybeans,relative_yield,0.94674556213,3,2050,1,0.515075376884,False,True
Kentucky,2024,winter_wheat,relative_yield,1.45067698259,1,560,3,0.140703517588,True,False
Louisiana,2016,corn,relative_yield,0.945017182131,1,620,2,0.330666666667,True,False
Louisiana,2016,soybeans,relative_yield,0.934489402697,2,1230,1,0.656,False,True
Louisiana,2016,winter_wheat,relative_yield,0.813743218807,3,25,3,0.0133333333333,False,False
Louisiana,2017,corn,relative_yield,1.04190260476,2,500,2,0.279329608939,False,False
Louisiana,2017,soybeans,relative_yield,1.0953346856,1,1270,1,0.709497206704,True,True
Louisiana,2017,winter_wheat,relative_yield,0.916334661355,3,20,3,0.0111731843575,False,False
Louisiana,2018,corn,relative_yield,0.980725623583,3,460,2,0.253443526171,False,False
Louisiana,2018,soybeans,relative_yield,1.00775193798,2,1340,1,0.738292011019,False,True
Louisiana,2018,winter_wheat,relative_yield,1.35699373695,1,15,3,0.00826446280992,True,False
Maryland,2016,corn,relative_yield,0.870561282932,2,460,2,0.34328358209,False,False
Maryland,2016,soybeans,relative_yield,0.799614643545,3,520,1,0.388059701493,False,True
Maryland,2016,winter_wheat,relative_yield,1.15732368897,1,360,3,0.268656716418,True,False
Maryland,2017,corn,relative_yield,0.973952434881,3,480,2,0.345323741007,False,False
Maryland,2017,soybeans,relative_yield,1.03448275862,2,500,1,0.359712230216,False,True
Maryland,2017,winter_wheat,relative_yield,1.41434262948,1,410,3,0.294964028777,True,False
Maryland,2018,corn,relative_yield,0.827664399093,3,450,2,0.338345864662,False,False
Maryland,2018,soybeans,relative_yield,0.920542635659,2,520,1,0.390977443609,False,True
Maryland,2018,winter_wheat,relative_yield,1.31524008351,1,360,3,0.270676691729,True,False
Maryland,2019,corn,relative_yield,0.961194029851,2,510,1,0.38202247191,False,True
Maryland,2019,soybeans,relative_yield,0.928270042194,3,480,2,0.359550561798,False,False
Maryland,2019,winter_wheat,relative_yield,1.39925373134,1,345,3,0.258426966292,True,False
Maryland,2020,corn,relative_yield,0.904317386231,3,480,2,0.363636363636,False,False
Maryland,2020,soybeans,relative_yield,0.921568627451,2,485,1,0.367424242424,False,True
Maryland,2020,winter_wheat,relative_yield,1.43418467583,1,355,3,0.268939393939,True,False
Maryland,2021,corn,relative_yield,0.988700564972,3,470,2,0.360153256705,False,False
Maryland,2021,soybeans,relative_yield,1.03112840467,2,490,1,0.375478927203,False,True
Maryland,2021,winter_wheat,relative_yield,1.57370517928,1,345,3,0.264367816092,True,False
Maryland,2022,corn,relative_yield,0.951557093426,2,420,2,0.324324324324,False,False
Maryland,2022,soybeans,relative_yield,0.866935483871,3,520,1,0.401544401544,False,True
Maryland,2022,winter_wheat,relative_yield,1.65957446809,1,355,3,0.274131274131,True,False
Maryland,2023,corn,relative_yield,0.93062605753,2,480,1,0.372093023256,False,True
Maryland,2023,soybeans,relative_yield,0.928853754941,3,470,2,0.364341085271,False,False
Maryland,2023,winter_wheat,relative_yield,1.67984189723,1,340,3,0.263565891473,True,False
Maryland,2024,corn,relative_yield,0.79754601227,3,440,2,0.349206349206,False,False
Maryland,2024,soybeans,relative_yield,0.867850098619,2,495,1,0.392857142857,False,True
Maryland,2024,winter_wheat,relative_yield,1.45067698259,1,325,3,0.257936507937,True,False
Michigan,2016,corn,relative_yield,0.899198167239,3,2400,1,0.472440944882,False,True
Michigan,2016,soybeans,relative_yield,0.97302504817,2,2070,2,0.407480314961,False,False
Michigan,2016,winter_wheat,relative_yield,1.60940325497,1,610,3,0.120078740157,True,False
Michigan,2017,corn,relative_yield,0.900339750849,2,2250,2,0.449101796407,False,False
Michigan,2017,soybeans,relative_yield,0.862068965517,3,2280,1,0.455089820359,False,True
Michigan,2017,winter_wheat,relative_yield,1.57370517928,1,480,3,0.0958083832335,True,False
Michigan,2018,corn,relative_yield,0.867346938776,3,2300,1.5,0.450097847358,False,True
Michigan,2018,soybeans,relative_yield,0.93023255814,2,2300,1.5,0.450097847358,False,True
Michigan,2018,winter_wheat,relative_yield,1.5866388309,1,510,3,0.0998043052838,True,False
Michigan,2019,corn,relative_yield,0.877611940299,2,2000,1,0.46403712297,False,True
Michigan,2019,soybeans,relative_yield,0.854430379747,3,1760,2,0.408352668213,False,False
Michigan,2019,winter_wheat,relative_yield,1.32462686567,1,550,3,0.127610208817,True,False
Michigan,2020,corn,relative_yield,0.892648774796,3,2350,1,0.46626984127,False,True
Michigan,2020,soybeans,relative_yield,0.941176470588,2,2200,2,0.436507936508,False,False
Michigan,2020,winter_wheat,relative_yield,1.47347740668,1,490,3,0.0972222222222,True,False
Michigan,2021,corn,relative_yield,0.983050847458,3,2350,1,0.45988258317,False,True
Michigan,2021,soybeans,relative_yield,0.992217898833,2,2150,2,0.420743639922,False,False
Michigan,2021,winter_wheat,relative_yield,1.61354581673,1,610,3,0.119373776908,True,False
Michigan,2022,corn,relative_yield,0.968858131488,2,2300,1,0.459081836327,False,True
Michigan,2022,soybeans,relative_yield,0.947580645161,3,2250,2,0.449101796407,False,False
Michigan,2022,winter_wheat,relative_yield,1.76595744681,1,460,3,0.0918163672655,True,False
Michigan,2023,corn,relative_yield,0.947546531303,2,2400,1,0.47619047619,False,True
Michigan,2023,soybeans,relative_yield,0.909090909091,3,2040,2,0.404761904762,False,False
Michigan,2023,winter_wheat,relative_yield,1.64031620553,1,600,3,0.119047619048,True,False
Michigan,2024,corn,relative_yield,1.00948131623,2,2250,1,0.463917525773,False,True
Michigan,2024,soybeans,relative_yield,0.966469428008,3,2200,2,0.453608247423,False,False
Michigan,2024,winter_wheat,relative_yield,1.68278529981,1,400,3,0.0824742268041,True,False
Minnesota,2016,corn,relative_yield,1.10538373425,1,8450,1,0.527762163513,True,True
Minnesota,2016,soybeans,relative_yield,1.00192678227,3,7550,2,0.471550808819,False,False
Minnesota,2016,winter_wheat,relative_yield,1.10307414105,2,11,3,0.000687027668478,False,False
Minnesota,2017,corn,relative_yield,1.09852774632,1,8050,2,0.496607032696,True,False
Minnesota,2017,soybeans,relative_yield,0.963488843813,2,8150,1,0.502776064158,False,True
Minnesota,2017,winter_wheat,relative_yield,0.896414342629,3,10,3,0.000616903146206,False,False
Minnesota,2018,corn,relative_yield,1.03174603175,2,7900,1,0.502832410413,False,True
Minnesota,2018,soybeans,relative_yield,0.978682170543,3,7800,2,0.496467443193,False,False
Minnesota,2018,winter_wheat,relative_yield,1.25260960334,1,11,3,0.000700146394246,True,False
Mississippi,2016,corn,relative_yield,0.950744558992,1,750,2,0.262697022767,True,False
Mississippi,2016,soybeans,relative_yield,0.924855491329,2,2040,1,0.714535901926,False,True
Mississippi,2016,winter_wheat,relative_yield,0.867992766727,3,65,3,0.0227670753065,False,False
Mississippi,2017,corn,relative_yield,1.07021517554,3,520,2,0.188747731397,False,False
Mississippi,2017,soybeans,relative_yield,1.07505070994,2,2190,1,0.794918330309,False,True
Mississippi,2017,winter_wheat,relative_yield,1.15537848606,1,45,3,0.016333938294,True,False
Mississippi,2018,corn,relative_yield,1.04875283447,2,480,2,0.173598553345,False,False
Mississippi,2018,soybeans,relative_yield,1.05620155039,1,2230,1,0.80650994575,True,True
Mississippi,2018,winter_wheat,relative_yield,1.02296450939,3,55,3,0.0198915009042,False,False
Mississippi,2019,corn,relative_yield,1.03880597015,2,660,2,0.279069767442,False,False
Mississippi,2019,soybeans,relative_yield,1.05485232068,1,1660,1,0.701902748414,True,True
